   2022      7     28   12.00      4992.00   0.17688E+02   0.00000E+00   0.17688E+02   0.17737E+02   0.17786E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.13799E+02   0.26899E+02  -0.90275E+02  -0.61415E+02   0.14077E-02   0.13159E-04   0.21879E-03       0.17     200.05     0.0000  0.00  -0.48894E-02   0.40769E-01    17.7256    17.7370    17.7423    17.7500    17.7861
   2022      7     29   12.00      5016.00   0.18646E+02   0.00000E+00   0.18646E+02   0.18744E+02   0.18796E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.50624E+02   0.84952E+02  -0.10326E+03  -0.54788E+02   0.40308E-02   0.46581E-04   0.19511E-02       0.17     187.25     0.0000  0.00  -0.37347E-01  -0.12645E+01    18.7209    18.7472    18.7556    18.7638    18.7942
   2022      7     30   12.00      5040.00   0.19375E+02   0.00000E+00   0.19375E+02   0.19428E+02   0.19464E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.33262E+02   0.51993E+02  -0.74353E+02  -0.37064E+02   0.27980E-02   0.24976E-04   0.51216E-03       0.17     140.73     0.0000  0.00   0.58658E-02  -0.61913E+00    19.4148    19.4300    19.4352    19.4407    19.4635
   2022      7     31   12.00      5064.00   0.19576E+02   0.00000E+00   0.19576E+02   0.19648E+02   0.19681E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.39882E+02   0.68219E+02  -0.77539E+02  -0.30138E+02   0.35023E-02   0.30251E-04   0.75081E-03       0.17     111.54     0.0000  0.00   0.42982E-01  -0.33384E+00    19.6304    19.6509    19.6573    19.6626    19.6810
   2022      8      1   12.00      5088.00   0.19526E+02   0.00000E+00   0.19526E+02   0.19614E+02   0.19651E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.38276E+02   0.74999E+02  -0.85664E+02  -0.32721E+02   0.37311E-02   0.33929E-04   0.10470E-02       0.17     111.61     0.0000  0.00   0.50942E-01  -0.72724E-01    19.5941    19.6180    19.6253    19.6312    19.6504
   2022      8      2   12.00      5112.00   0.19530E+02   0.00000E+00   0.19530E+02   0.19603E+02   0.19640E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.30393E+02   0.64864E+02  -0.83972E+02  -0.37500E+02   0.31714E-02   0.30312E-04   0.62242E-03       0.18     125.58     0.0000  0.00   0.25539E-01   0.56732E+00    19.5853    19.6055    19.6122    19.6181    19.6398
   2022      8      3   12.00      5136.00   0.19664E+02   0.00000E+00   0.19664E+02   0.19769E+02   0.19812E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.32831E+02   0.80165E+02  -0.10009E+03  -0.38974E+02   0.37209E-02   0.42150E-04   0.18577E-02       0.18     128.86     0.0000  0.00   0.45919E-01   0.28965E+00    19.7471    19.7730    19.7814    19.7886    19.8104
   2022      8      4   12.00      5160.00   0.18880E+02   0.00000E+00   0.18880E+02   0.19131E+02   0.19259E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.57462E+02   0.13442E+03  -0.12682E+03  -0.37022E+02   0.70655E-02   0.13090E-03   0.16688E-01       0.18      99.97     0.0000  0.00   0.18271E+00   0.12914E+00    19.0561    19.1081    19.1964    19.2296    19.2530
   2022      8      5   12.00      5184.00   0.17895E+02   0.00000E+00   0.17895E+02   0.18132E+02   0.18279E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.60334E+02   0.12864E+03  -0.12107E+03  -0.41710E+02   0.74546E-02   0.30588E-03   0.23119E-01       0.18      96.77     0.0000  0.00   0.15180E+00   0.36412E+01    18.0498    18.0949    18.2129    18.2471    18.2702
   2022      8      6   12.00      5208.00   0.17251E+02   0.00000E+00   0.17251E+02   0.17508E+02   0.17578E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.68865E+02   0.13590E+03  -0.12519E+03  -0.51475E+02   0.81386E-02   0.50842E-03   0.42171E-01       0.18     126.43     0.0000  0.00   0.15290E-01   0.68465E+01    17.4668    17.5161    17.5317    17.5429    17.5698
   2022      8      7   12.00      5232.00   0.17076E+02   0.00000E+00   0.17076E+02   0.17312E+02   0.17395E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.68572E+02   0.13213E+03  -0.13076E+03  -0.62731E+02   0.80382E-02   0.49144E-03   0.37615E-01       0.18     165.30     0.0000  0.00   0.56596E-01   0.63012E+01    17.2687    17.3148    17.3396    17.3572    17.3876
   2022      8      8   12.00      5256.00   0.16982E+02   0.00000E+00   0.16982E+02   0.17301E+02   0.17393E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.58204E+02   0.14279E+03  -0.16388E+03  -0.69329E+02   0.74309E-02   0.37119E-03   0.28685E-01       0.18     184.69     0.0000  0.00   0.86482E-01   0.52542E+01    17.2467    17.3076    17.3375    17.3487    17.3838
   2022      8      9   12.00      5280.00   0.16651E+02   0.00000E+00   0.16651E+02   0.16975E+02   0.17222E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.46068E+02   0.12348E+03  -0.16896E+03  -0.79424E+02   0.54977E-02   0.87523E-04   0.86829E-02       0.18     214.80     0.0000  0.00  -0.13028E-01   0.31249E+01    16.8616    16.9187    17.0700    17.1717    17.2157
   2022      8     10   12.00      5304.00   0.17349E+02   0.00000E+00   0.17349E+02   0.17527E+02   0.17605E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.35039E+02   0.93554E+02  -0.16365E+03  -0.87571E+02   0.40891E-02   0.65221E-04   0.20712E-02       0.18     255.52     0.0000  0.00  -0.25757E-01   0.14665E+01    17.4922    17.5341    17.5454    17.5573    17.5998
   2022      8     11   12.00      5328.00   0.18068E+02   0.00000E+00   0.18068E+02   0.18236E+02   0.18310E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.36188E+02   0.96137E+02  -0.16168E+03  -0.80974E+02   0.40617E-02   0.58750E-04   0.18309E-02       0.18     247.94     0.0000  0.00  -0.38274E-01   0.12073E+01    18.2032    18.2425    18.2538    18.2650    18.3043
   2022      8     12   12.00      5352.00   0.18439E+02   0.00000E+00   0.18439E+02   0.18587E+02   0.18646E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.36575E+02   0.90712E+02  -0.13689E+03  -0.59366E+02   0.40520E-02   0.52620E-04   0.16794E-02       0.18     183.64     0.0000  0.00  -0.44648E-01   0.10399E+01    18.5565    18.5925    18.6032    18.6123    18.6423
   2022      8     13   12.00      5376.00   0.18185E+02   0.00000E+00   0.18185E+02   0.18329E+02   0.18379E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.43498E+02   0.92974E+02  -0.10874E+03  -0.38742E+02   0.46686E-02   0.69307E-04   0.33870E-02       0.19     112.07     0.0000  0.00  -0.58503E-01   0.14323E+01    18.2993    18.3350    18.3454    18.3527    18.3754
   2022      8     14   12.00      5400.00   0.17502E+02   0.00000E+00   0.17502E+02   0.17703E+02   0.17804E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.51057E+02   0.10522E+03  -0.11028E+03  -0.37193E+02   0.57199E-02   0.92832E-04   0.76941E-02       0.19      95.91     0.0000  0.00  -0.90949E-01   0.20500E+01    17.6493    17.6953    17.7415    17.7738    17.7995
   2022      8     15   12.00      5424.00   0.16758E+02   0.00000E+00   0.16758E+02   0.16996E+02   0.17188E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.49084E+02   0.10842E+03  -0.12021E+03  -0.43851E+02   0.57053E-02   0.91317E-04   0.83872E-02       0.19     107.75     0.0000  0.00  -0.58019E-01   0.27326E+01    16.9120    16.9600    17.0617    17.1532    17.1822
   2022      8     16   12.00      5448.00   0.16629E+02   0.00000E+00   0.16629E+02   0.16723E+02   0.16769E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.22521E+02   0.49997E+02  -0.85320E+02  -0.42441E+02   0.27634E-02   0.50092E-04   0.25192E-02       0.19     108.16     0.0000  0.00   0.61877E-02  -0.41815E-01    16.7022    16.7258    16.7350    16.7423    16.7673
   2022      8     17   12.00      5472.00   0.16643E+02   0.00000E+00   0.16643E+02   0.16742E+02   0.16787E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.27322E+02   0.60944E+02  -0.89977E+02  -0.43304E+02   0.34704E-02   0.64305E-04   0.27231E-02       0.19     118.83     0.0000  0.00  -0.16888E-01  -0.51762E+00    16.7212    16.7451    16.7529    16.7597    16.7847
   2022      8     18   12.00      5496.00   0.16618E+02   0.00000E+00   0.16618E+02   0.16758E+02   0.16813E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.30826E+02   0.81271E+02  -0.11498E+03  -0.50208E+02   0.38964E-02   0.54709E-04   0.24302E-02       0.19     137.92     0.0000  0.00  -0.43618E-02   0.11254E+01    16.7290    16.7632    16.7735    16.7818    16.8095
   2022      8     19   12.00      5520.00   0.16559E+02   0.00000E+00   0.16559E+02   0.16654E+02   0.16700E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.24284E+02   0.57485E+02  -0.98241E+02  -0.46069E+02   0.28721E-02   0.33291E-04   0.10373E-02       0.19     127.33     0.0000  0.00   0.20541E-01  -0.15383E+00    16.6332    16.6578    16.6656    16.6728    16.6984
   2022      8     20   12.00      5544.00   0.16652E+02   0.00000E+00   0.16652E+02   0.16733E+02   0.16774E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.55386E+02   0.70996E+02  -0.64111E+02  -0.32908E+02   0.46628E-02   0.76794E-04   0.37568E-02       0.19      96.64     0.0000  0.00  -0.35694E-01  -0.19656E+01    16.7156    16.7356    16.7431    16.7487    16.7729
   2022      8     21   12.00      5568.00   0.17223E+02   0.00000E+00   0.17223E+02   0.17240E+02   0.17273E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.42811E+02   0.36466E+02  -0.34427E+02  -0.27020E+02   0.32975E-02   0.26586E-04   0.10975E-02       0.19      98.14     0.0000  0.00  -0.11137E-01  -0.10017E+01    17.2343    17.2396    17.2425    17.2467    17.2733
   2022      8     22   12.00      5592.00   0.17959E+02   0.00000E+00   0.17959E+02   0.17997E+02   0.18035E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.35735E+02   0.41474E+02  -0.53581E+02  -0.31395E+02   0.29524E-02   0.21017E-04   0.45420E-03       0.19     120.02     0.0000  0.00   0.14676E-01  -0.70530E+00    17.9860    17.9979    18.0019    18.0066    18.0350
   2022      8     23   12.00      5616.00   0.18435E+02   0.00000E+00   0.18435E+02   0.18481E+02   0.18521E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.28952E+02   0.43718E+02  -0.70007E+02  -0.34705E+02   0.27309E-02   0.22362E-04   0.26173E-03       0.20     128.56     0.0000  0.00   0.23755E-01  -0.22824E+00    18.4686    18.4827    18.4877    18.4926    18.5211
   2022      8     24   12.00      5640.00   0.18542E+02   0.00000E+00   0.18542E+02   0.18666E+02   0.18713E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.53040E+02   0.87889E+02  -0.89791E+02  -0.32619E+02   0.51158E-02   0.78617E-04   0.50503E-02       0.20     112.45     0.0000  0.00   0.98204E-01  -0.45727E-01    18.6413    18.6714    18.6798    18.6857    18.7099
   2022      8     25   12.00      5664.00   0.17904E+02   0.00000E+00   0.17904E+02   0.18149E+02   0.18390E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.74347E+02   0.11603E+03  -0.89600E+02  -0.26335E+02   0.78606E-02   0.16961E-03   0.25120E-01       0.20      80.20     0.0000  0.00   0.23007E+00   0.60573E+00    18.0282    18.0637    18.2800    18.3675    18.3860
   2022      8     26   12.00      5688.00   0.17344E+02   0.00000E+00   0.17344E+02   0.17502E+02   0.17542E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.75584E+02   0.11173E+03  -0.78413E+02  -0.24920E+02   0.82188E-02   0.44645E-03   0.32972E-01       0.20      59.47     0.0000  0.00   0.22881E+00   0.29153E+01    17.4759    17.5087    17.5177    17.5221    17.5383
   2022      8     27   12.00      5712.00   0.16950E+02   0.00000E+00   0.16950E+02   0.17038E+02   0.17079E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.58405E+02   0.80664E+02  -0.64036E+02  -0.27999E+02   0.55088E-02   0.12419E-03   0.71468E-02       0.20      72.69     0.0000  0.00   0.10394E+00   0.50204E+00    17.0182    17.0420    17.0498    17.0548    17.0771
   2022      8     28   12.00      5736.00   0.17185E+02   0.00000E+00   0.17185E+02   0.17242E+02   0.17285E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.23479E+02   0.36494E+02  -0.66434E+02  -0.36472E+02   0.23477E-02   0.26326E-04   0.12487E-02       0.20     113.02     0.0000  0.00  -0.64774E-02  -0.13589E+00    17.2292    17.2438    17.2494    17.2548    17.2844
   2022      8     29   12.00      5760.00   0.17049E+02   0.00000E+00   0.17049E+02   0.17246E+02   0.17307E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.58997E+02   0.11434E+03  -0.11468E+03  -0.43115E+02   0.62639E-02   0.17311E-03   0.12380E-01       0.20     121.16     0.0000  0.00  -0.90500E-01   0.28687E+01    17.2109    17.2543    17.2656    17.2733    17.2986
   2022      8     30   12.00      5784.00   0.16612E+02   0.00000E+00   0.16612E+02   0.16765E+02   0.16846E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.48960E+02   0.88000E+02  -0.91452E+02  -0.36317E+02   0.50621E-02   0.10325E-03   0.65722E-02       0.20      95.01     0.0000  0.00   0.43759E-01   0.16916E+01    16.7246    16.7605    16.7937    16.8190    16.8421
   2022      8     31   12.00      5808.00   0.16317E+02   0.00000E+00   0.16317E+02   0.16438E+02   0.16478E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.68067E+02   0.93329E+02  -0.68139E+02  -0.26482E+02   0.71268E-02   0.23915E-03   0.17424E-01       0.20      65.24     0.0000  0.00   0.18057E+00   0.12392E+01    16.4153    16.4430    16.4519    16.4563    16.4752
   2022      9      1   12.00      5832.00   0.16060E+02   0.00000E+00   0.16060E+02   0.16166E+02   0.16208E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.59960E+02   0.78564E+02  -0.63415E+02  -0.27573E+02   0.57542E-02   0.11928E-03   0.76696E-02       0.21      70.15     0.0000  0.00   0.11839E+00   0.52681E+00    16.1434    16.1707    16.1791    16.1841    16.2065
   2022      9      2   12.00      5856.00   0.16009E+02   0.00000E+00   0.16009E+02   0.16109E+02   0.16158E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.56589E+02   0.78049E+02  -0.79588E+02  -0.38328E+02   0.53069E-02   0.85780E-04   0.50203E-02       0.21     105.63     0.0000  0.00   0.86901E-01  -0.14096E+01    16.0861    16.1133    16.1223    16.1290    16.1558
   2022      9      3   12.00      5880.00   0.16255E+02   0.00000E+00   0.16255E+02   0.16320E+02   0.16359E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.18662E+02   0.29532E+02  -0.77223E+02  -0.39718E+02   0.19418E-02   0.21166E-04   0.72888E-03       0.21     118.78     0.0000  0.00   0.34059E-02  -0.14574E+00    16.3052    16.3216    16.3277    16.3339    16.3582
   2022      9      4   12.00      5904.00   0.16120E+02   0.00000E+00   0.16120E+02   0.16247E+02   0.16293E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.35030E+02   0.65872E+02  -0.91536E+02  -0.34666E+02   0.37926E-02   0.41149E-04   0.15669E-02       0.21      94.29     0.0000  0.00  -0.20615E-01   0.11769E+01    16.2200    16.2531    16.2630    16.2701    16.2910
   2022      9      5   12.00      5928.00   0.15673E+02   0.00000E+00   0.15673E+02   0.15783E+02   0.15831E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.31601E+02   0.58373E+02  -0.80606E+02  -0.30859E+02   0.35119E-02   0.35750E-04   0.11139E-02       0.21      75.25     0.0000  0.00   0.27473E-01   0.93348E+00    15.7579    15.7886    15.7978    15.8038    15.8302
   2022      9      6   12.00      5952.00   0.15345E+02   0.00000E+00   0.15345E+02   0.15445E+02   0.15494E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.36308E+02   0.60663E+02  -0.79165E+02  -0.33320E+02   0.38061E-02   0.34503E-04   0.11752E-02       0.21      82.01     0.0000  0.00   0.51900E-01   0.31494E+00    15.4215    15.4502    15.4590    15.4651    15.4936
   2022      9      7   12.00      5976.00   0.15168E+02   0.00000E+00   0.15168E+02   0.15255E+02   0.15302E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.35163E+02   0.53138E+02  -0.74084E+02  -0.33289E+02   0.35232E-02   0.36433E-04   0.12769E-02       0.21      84.52     0.0000  0.00   0.25415E-01  -0.80255E+00    15.2330    15.2588    15.2671    15.2731    15.3017
   2022      9      8   12.00      6000.00   0.14952E+02   0.00000E+00   0.14952E+02   0.15059E+02   0.15103E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.55515E+02   0.71461E+02  -0.66430E+02  -0.27725E+02   0.53254E-02   0.10925E-03   0.64148E-02       0.21      66.93     0.0000  0.00   0.77037E-01  -0.15533E+01    15.0358    15.0636    15.0726    15.0780    15.1009
   2022      9      9   12.00      6024.00   0.14714E+02   0.00000E+00   0.14714E+02   0.14806E+02   0.14847E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.56088E+02   0.68873E+02  -0.60717E+02  -0.26668E+02   0.52737E-02   0.14593E-03   0.81496E-02       0.22      63.40     0.0000  0.00   0.49046E-01   0.16604E+01    14.7861    14.8099    14.8183    14.8233    14.8454
   2022      9     10   12.00      6048.00   0.14604E+02   0.00000E+00   0.14604E+02   0.14685E+02   0.14726E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.49944E+02   0.63511E+02  -0.61655E+02  -0.29248E+02   0.46404E-02   0.13871E-03   0.71712E-02       0.22      73.95     0.0000  0.00   0.35766E-01   0.92854E+00    14.6669    14.6877    14.6955    14.7007    14.7249
   2022      9     11   12.00      6072.00   0.14649E+02   0.00000E+00   0.14649E+02   0.14702E+02   0.14732E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.86376E+02   0.88559E+02  -0.46008E+02  -0.26527E+02   0.81582E-02   0.46229E-03   0.27010E-01       0.22      72.10     0.0000  0.00   0.22568E+00  -0.24200E+01    14.6913    14.7027    14.7081    14.7125    14.7303
   2022      9     12   12.00      6096.00   0.14986E+02   0.00000E+00   0.14986E+02   0.15027E+02   0.15052E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.80261E+02   0.72447E+02  -0.34849E+02  -0.20734E+02   0.70768E-02   0.30089E-03   0.17072E-01       0.22      65.33     0.0000  0.00   0.14860E+00  -0.26769E+01    15.0178    15.0270    15.0314    15.0350    15.0516
   2022      9     13   12.00      6120.00   0.15066E+02   0.00000E+00   0.15066E+02   0.15138E+02   0.15171E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.67748E+02   0.70733E+02  -0.48759E+02  -0.22321E+02   0.58768E-02   0.16006E-03   0.95810E-02       0.22      67.02     0.0000  0.00   0.80393E-01  -0.26293E+01    15.1220    15.1396    15.1468    15.1507    15.1698
   2022      9     14   12.00      6144.00   0.15049E+02   0.00000E+00   0.15049E+02   0.15121E+02   0.15162E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.47378E+02   0.56777E+02  -0.57951E+02  -0.26364E+02   0.42204E-02   0.46448E-04   0.21872E-02       0.22      76.81     0.0000  0.00   0.57590E-01   0.25030E+00    15.1032    15.1244    15.1317    15.1368    15.1612
   2022      9     15   12.00      6168.00   0.15006E+02   0.00000E+00   0.15006E+02   0.15094E+02   0.15132E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.79039E+02   0.91543E+02  -0.56545E+02  -0.25730E+02   0.77146E-02   0.39121E-03   0.29880E-01       0.22      74.84     0.0000  0.00   0.17584E+00   0.40553E+01    15.0765    15.0938    15.1069    15.1121    15.1307
   2022      9     16   12.00      6192.00   0.15018E+02   0.00000E+00   0.15018E+02   0.15098E+02   0.15136E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.10017E+03   0.10639E+03  -0.45213E+02  -0.20322E+02   0.12697E-01   0.91047E-03   0.18475E+00       0.22      60.02     0.0000  0.00   0.60131E+00   0.41269E+01    15.0826    15.0963    15.1081    15.1191    15.1339
   2022      9     17   12.00      6216.00   0.14837E+02   0.00000E+00   0.14837E+02   0.14947E+02   0.14995E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.10344E+03   0.11659E+03  -0.55631E+02  -0.20609E+02   0.15483E-01   0.15831E-02   0.35318E+00       0.22      53.64     0.0000  0.00   0.86330E+00   0.79660E+01    14.9258    14.9434    14.9617    14.9742    14.9897
   2022      9     18   12.00      6240.00   0.14296E+02   0.00000E+00   0.14296E+02   0.14461E+02   0.14521E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.92816E+02   0.12325E+03  -0.83508E+02  -0.29035E+02   0.11865E-01   0.98229E-03   0.16425E+00       0.23      66.21     0.0000  0.00   0.47041E+00   0.85847E+01    14.4304    14.4582    14.4833    14.4976    14.5164
   2022      9     19   12.00      6264.00   0.13790E+02   0.00000E+00   0.13790E+02   0.13918E+02   0.13967E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.44686E+02   0.67780E+02  -0.86792E+02  -0.37808E+02   0.46258E-02   0.11120E-03   0.75463E-02       0.23      88.57     0.0000  0.00   0.86038E-01   0.12443E+01    13.8909    13.9232    13.9332    13.9401    13.9646
   2022      9     20   12.00      6288.00   0.13744E+02   0.00000E+00   0.13744E+02   0.13816E+02   0.13855E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.13704E+02   0.27269E+02  -0.80233E+02  -0.35664E+02   0.18877E-02   0.15869E-04   0.18799E-03       0.23      89.08     0.0000  0.00   0.35683E-02   0.39157E+00    13.7993    13.8186    13.8256    13.8318    13.8550
   2022      9     21   12.00      6312.00   0.13380E+02   0.00000E+00   0.13380E+02   0.13465E+02   0.13511E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.24256E+02   0.41667E+02  -0.75858E+02  -0.31606E+02   0.29317E-02   0.25694E-04   0.76364E-03       0.23      71.50     0.0000  0.00   0.27150E-01   0.13628E+00    13.4440    13.4682    13.4764    13.4823    13.5109
   2022      9     22   12.00      6336.00   0.13045E+02   0.00000E+00   0.13045E+02   0.13136E+02   0.13181E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.47206E+02   0.59476E+02  -0.63396E+02  -0.27997E+02   0.47573E-02   0.61797E-04   0.30528E-02       0.23      60.20     0.0000  0.00   0.78424E-01   0.39401E+00    13.1139    13.1393    13.1486    13.1545    13.1801
   2022      9     23   12.00      6360.00   0.12851E+02   0.00000E+00   0.12851E+02   0.12939E+02   0.12988E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.45057E+02   0.53029E+02  -0.64927E+02  -0.30641E+02   0.42649E-02   0.52527E-04   0.24654E-02       0.23      70.93     0.0000  0.00   0.59033E-01   0.97029E+00    12.9166    12.9431    12.9522    12.9583    12.9867
   2022      9     24   12.00      6384.00   0.12692E+02   0.00000E+00   0.12692E+02   0.12774E+02   0.12826E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.27542E+02   0.41083E+02  -0.86877E+02  -0.38317E+02   0.29474E-02   0.24704E-04   0.32291E-03       0.23      92.05     0.0000  0.00   0.30997E-01  -0.98422E-01    12.7518    12.7769    12.7858    12.7924    12.8259
   2022      9     25   12.00      6408.00   0.12336E+02   0.00000E+00   0.12336E+02   0.12418E+02   0.12470E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.17465E+02   0.30994E+02  -0.94260E+02  -0.40680E+02   0.22586E-02   0.20117E-04   0.14267E-03       0.23      93.42     0.0000  0.00   0.15961E-01  -0.28886E+00    12.3984    12.4210    12.4293    12.4358    12.4704
   2022      9     26   12.00      6432.00   0.12009E+02   0.00000E+00   0.12009E+02   0.12084E+02   0.12134E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.10557E+02   0.20569E+02  -0.92767E+02  -0.40515E+02   0.17004E-02   0.14564E-04   0.37597E-04       0.24      91.62     0.0000  0.00   0.77332E-02  -0.17912E+00    12.0682    12.0864    12.0934    12.0995    12.1341
   2022      9     27   12.00      6456.00   0.11602E+02   0.00000E+00   0.11602E+02   0.11701E+02   0.11758E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.21026E+02   0.36966E+02  -0.93392E+02  -0.40244E+02   0.26575E-02   0.24489E-04   0.46766E-03       0.24      87.80     0.0000  0.00  -0.52106E-03  -0.66431E+00    11.6766    11.7052    11.7151    11.7223    11.7580
   2022      9     28   12.00      6480.00   0.11331E+02   0.00000E+00   0.11331E+02   0.11416E+02   0.11466E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.53605E+02   0.57908E+02  -0.61999E+02  -0.34017E+02   0.50884E-02   0.12552E-03   0.61480E-02       0.24      74.49     0.0000  0.00  -0.15023E-02  -0.26031E+01    11.3946    11.4187    11.4289    11.4351    11.4650
   2022      9     29   12.00      6504.00   0.11718E+02   0.00000E+00   0.11718E+02   0.11732E+02   0.11764E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.51311E+02   0.36112E+02  -0.20891E+02  -0.21210E+02   0.41994E-02   0.56836E-04   0.29764E-02       0.24      55.65     0.0000  0.00   0.42873E-01  -0.75809E+00    11.7264    11.7314    11.7350    11.7388    11.7628
   2022      9     30   12.00      6528.00   0.12140E+02   0.00000E+00   0.12140E+02   0.12167E+02   0.12197E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.61251E+02   0.48974E+02  -0.28163E+02  -0.19022E+02   0.51481E-02   0.71491E-04   0.46571E-02       0.24      56.22     0.0000  0.00   0.92017E-01   0.96188E+00    12.1591    12.1667    12.1712    12.1746    12.1954
   2022     10      1   12.00      6552.00   0.12073E+02   0.00000E+00   0.12073E+02   0.12158E+02   0.12206E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.35468E+02   0.42156E+02  -0.71338E+02  -0.29943E+02   0.34363E-02   0.28787E-04   0.89393E-03       0.24      78.05     0.0000  0.00   0.34734E-01  -0.43489E+00    12.1347    12.1617    12.1704    12.1766    12.2059
   2022     10      2   12.00      6576.00   0.11662E+02   0.00000E+00   0.11662E+02   0.11796E+02   0.11857E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.43472E+02   0.55949E+02  -0.86923E+02  -0.35464E+02   0.42834E-02   0.59347E-04   0.28689E-02       0.24      83.70     0.0000  0.00   0.23223E-02  -0.18183E+01    11.7638    11.8022    11.8146    11.8222    11.8543
   2022     10      3   12.00      6600.00   0.11400E+02   0.00000E+00   0.11400E+02   0.11498E+02   0.11548E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.51995E+02   0.52732E+02  -0.63100E+02  -0.30424E+02   0.46776E-02   0.78961E-04   0.41487E-02       0.24      70.03     0.0000  0.00  -0.74018E-02  -0.22002E+01    11.4741    11.5018    11.5126    11.5186    11.5468
   2022     10      4   12.00      6624.00   0.11408E+02   0.00000E+00   0.11408E+02   0.11482E+02   0.11529E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.46384E+02   0.39544E+02  -0.54076E+02  -0.28137E+02   0.40346E-02   0.41762E-04   0.19317E-02       0.25      69.46     0.0000  0.00   0.26734E-01  -0.12985E+01    11.4620    11.4849    11.4939    11.4998    11.5289
   2022     10      5   12.00      6648.00   0.11340E+02   0.00000E+00   0.11340E+02   0.11407E+02   0.11454E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.14807E+02   0.13079E+02  -0.69997E+02  -0.31653E+02   0.14847E-02   0.12008E-04   0.33592E-03       0.25      77.24     0.0000  0.00   0.15610E-01  -0.20188E+00    11.3918    11.4092    11.4162    11.4221    11.4535
