   2022      7     28   12.00      4992.00   0.16952E+02   0.00000E+00   0.16952E+02   0.17084E+02   0.17130E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.30051E+02   0.84879E+02  -0.12714E+03  -0.62034E+02   0.43897E-02   0.29211E-04   0.22952E-02       0.17     152.55     0.0000  0.00   0.15027E+00  -0.52771E+01    17.0655    17.0933    17.0985    17.1044    17.1284
   2022      7     29   12.00      5016.00   0.17026E+02   0.00000E+00   0.17026E+02   0.17126E+02   0.17168E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.36104E+02   0.81443E+02  -0.10448E+03  -0.58992E+02   0.49830E-02   0.32782E-04   0.34648E-02       0.17     149.79     0.0000  0.00   0.27950E+00  -0.42516E+01    17.1104    17.1336    17.1380    17.1433    17.1669
   2022      7     30   12.00      5040.00   0.17409E+02   0.00000E+00   0.17409E+02   0.17459E+02   0.17500E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.34433E+02   0.62666E+02  -0.72019E+02  -0.53158E+02   0.44073E-02   0.23033E-04   0.21892E-02       0.17     147.82     0.0000  0.00   0.25693E+00  -0.23093E+00    17.4501    17.4626    17.4655    17.4696    17.5002
   2022      7     31   12.00      5064.00   0.18030E+02   0.00000E+00   0.18030E+02   0.18060E+02   0.18109E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.23651E+02   0.48405E+02  -0.64355E+02  -0.52245E+02   0.32936E-02   0.15518E-04   0.76370E-03       0.17     157.37     0.0000  0.00   0.10017E+00   0.26923E+01    18.0546    18.0622    18.0644    18.0679    18.1086
   2022      8      1   12.00      5088.00   0.18749E+02   0.00000E+00   0.18749E+02   0.18763E+02   0.18810E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.97574E+01   0.30365E+02  -0.64190E+02  -0.50806E+02   0.18264E-02   0.91824E-05   0.50865E-03       0.17     162.36     0.0000  0.00  -0.26488E-01  -0.74910E+00    18.7652    18.7605    18.7623    18.7659    18.8043
   2022      8      2   12.00      5112.00   0.18958E+02   0.00000E+00   0.18958E+02   0.19068E+02   0.19108E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.23792E+02   0.88266E+02  -0.10975E+03  -0.51067E+02   0.47030E-02   0.36391E-04   0.34676E-02       0.18     152.61     0.0000  0.00  -0.88105E-01  -0.76842E+01    19.0523    19.0755    19.0797    19.0850    19.1056
   2022      8      3   12.00      5136.00   0.19013E+02   0.00000E+00   0.19013E+02   0.19111E+02   0.19149E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.18353E+02   0.82530E+02  -0.11227E+03  -0.52427E+02   0.42266E-02   0.28129E-04   0.25215E-02       0.18     151.60     0.0000  0.00   0.19369E+00  -0.17233E+01    19.0967    19.1184    19.1225    19.1272    19.1473
   2022      8      4   12.00      5160.00   0.18845E+02   0.00000E+00   0.18845E+02   0.18988E+02   0.19036E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.22832E+02   0.11058E+03  -0.13638E+03  -0.56152E+02   0.56893E-02   0.70820E-04   0.83423E-02       0.18     152.37     0.0000  0.00   0.13418E+00   0.92136E+01    18.9688    18.9980    19.0033    19.0094    19.0293
   2022      8      5   12.00      5184.00   0.18698E+02   0.00000E+00   0.18698E+02   0.18809E+02   0.18852E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.22859E+02   0.81856E+02  -0.11520E+03  -0.49034E+02   0.42875E-02   0.78852E-04   0.90206E-02       0.18     132.76     0.0000  0.00   0.79964E-01  -0.91180E+00    18.7957    18.8163    18.8208    18.8253    18.8477
   2022      8      6   12.00      5208.00   0.18065E+02   0.00000E+00   0.18065E+02   0.18259E+02   0.18311E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.70481E+02   0.15451E+03  -0.14570E+03  -0.43323E+02   0.88815E-02   0.37001E-03   0.42121E-01       0.18      99.26     0.0000  0.00  -0.50274E-01  -0.25161E+02    18.2391    18.2703    18.2776    18.2834    18.2975
   2022      8      7   12.00      5232.00   0.17561E+02   0.00000E+00   0.17561E+02   0.17674E+02   0.17714E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.53062E+02   0.81055E+02  -0.96950E+02  -0.38548E+02   0.47496E-02   0.12780E-03   0.15355E-01       0.18      88.26     0.0000  0.00  -0.87815E-01   0.77750E+00    17.6603    17.6806    17.6851    17.6891    17.7098
   2022      8      8   12.00      5256.00   0.17252E+02   0.00000E+00   0.17252E+02   0.17376E+02   0.17417E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.59647E+02   0.91622E+02  -0.11192E+03  -0.43644E+02   0.48762E-02   0.10639E-03   0.12347E-01       0.18     100.74     0.0000  0.00  -0.25332E-01   0.61003E+01    17.3603    17.3833    17.3882    17.3928    17.4129
   2022      8      9   12.00      5280.00   0.16804E+02   0.00000E+00   0.16804E+02   0.16918E+02   0.16958E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.49475E+02   0.81935E+02  -0.12408E+03  -0.50185E+02   0.38509E-02   0.45832E-04   0.37295E-02       0.18     111.51     0.0000  0.00  -0.11877E+00  -0.43322E+01    16.9024    16.9254    16.9302    16.9351    16.9551
   2022      8     10   12.00      5304.00   0.16477E+02   0.00000E+00   0.16477E+02   0.16595E+02   0.16636E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.48588E+02   0.67886E+02  -0.11900E+03  -0.50526E+02   0.35521E-02   0.20455E-04   0.10309E-02       0.18     113.05     0.0000  0.00   0.10829E+00  -0.29975E+01    16.5775    16.6029    16.6079    16.6130    16.6348
   2022      8     11   12.00      5328.00   0.16214E+02   0.00000E+00   0.16214E+02   0.16329E+02   0.16370E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.51576E+02   0.65160E+02  -0.10449E+03  -0.48256E+02   0.37191E-02   0.22615E-04   0.13637E-02       0.18     109.32     0.0000  0.00  -0.57366E-01  -0.47290E+01    16.3105    16.3371    16.3418    16.3465    16.3697
   2022      8     12   12.00      5352.00   0.16190E+02   0.00000E+00   0.16190E+02   0.16266E+02   0.16308E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.51166E+02   0.57649E+02  -0.76137E+02  -0.42593E+02   0.37732E-02   0.22211E-04   0.14202E-02       0.18     102.69     0.0000  0.00  -0.10470E+00  -0.44697E+01    16.2518    16.2716    16.2751    16.2790    16.3077
   2022      8     13   12.00      5376.00   0.16381E+02   0.00000E+00   0.16381E+02   0.16429E+02   0.16466E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.61982E+02   0.66020E+02  -0.52521E+02  -0.35175E+02   0.46005E-02   0.37047E-04   0.34586E-02       0.19      92.37     0.0000  0.00  -0.16415E+00  -0.66063E+01    16.4201    16.4322    16.4352    16.4380    16.4656
   2022      8     14   12.00      5400.00   0.16558E+02   0.00000E+00   0.16558E+02   0.16617E+02   0.16650E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.77193E+02   0.87304E+02  -0.60143E+02  -0.33654E+02   0.56688E-02   0.83006E-04   0.72308E-02       0.19      91.17     0.0000  0.00  -0.14221E+00  -0.10929E+02    16.6082    16.6209    16.6246    16.6270    16.6499
   2022      8     15   12.00      5424.00   0.16524E+02   0.00000E+00   0.16524E+02   0.16617E+02   0.16652E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.88867E+02   0.11332E+03  -0.83142E+02  -0.39067E+02   0.65153E-02   0.14863E-03   0.12469E-01       0.19     100.96     0.0000  0.00  -0.20644E-01  -0.14975E+02    16.6058    16.6226    16.6275    16.6305    16.6507
   2022      8     16   12.00      5448.00   0.16501E+02   0.00000E+00   0.16501E+02   0.16584E+02   0.16619E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.85813E+02   0.10982E+03  -0.80232E+02  -0.42650E+02   0.63571E-02   0.10022E-03   0.10624E-01       0.19     111.20     0.0000  0.00   0.24772E+00  -0.11441E+02    16.5718    16.5893    16.5937    16.5971    16.6178
   2022      8     17   12.00      5472.00   0.16606E+02   0.00000E+00   0.16606E+02   0.16689E+02   0.16722E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.71795E+02   0.95041E+02  -0.79292E+02  -0.40908E+02   0.54778E-02   0.57455E-04   0.65501E-02       0.19     109.76     0.0000  0.00   0.12523E+00  -0.87404E+01    16.6759    16.6945    16.6985    16.7021    16.7210
   2022      8     18   12.00      5496.00   0.16626E+02   0.00000E+00   0.16626E+02   0.16700E+02   0.16739E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.29362E+02   0.46067E+02  -0.77921E+02  -0.38046E+02   0.23899E-02   0.22813E-04   0.18347E-02       0.19     102.00     0.0000  0.00  -0.15917E-01  -0.11242E+01    16.6905    16.7041    16.7072    16.7106    16.7378
   2022      8     19   12.00      5520.00   0.16537E+02   0.00000E+00   0.16537E+02   0.16608E+02   0.16645E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.26390E+02   0.42697E+02  -0.72473E+02  -0.35547E+02   0.21612E-02   0.16394E-04   0.12863E-02       0.19      93.16     0.0000  0.00   0.68404E-01   0.28646E+01    16.5985    16.6127    16.6157    16.6190    16.6443
   2022      8     20   12.00      5544.00   0.16752E+02   0.00000E+00   0.16752E+02   0.16773E+02   0.16804E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.27449E+02   0.24016E+02  -0.36572E+02  -0.27663E+02   0.21297E-02   0.74589E-05   0.10470E-02       0.19      82.38     0.0000  0.00   0.10422E+00  -0.10324E+01    16.7707    16.7734    16.7748    16.7771    16.8043
   2022      8     21   12.00      5568.00   0.17213E+02   0.00000E+00   0.17213E+02   0.17203E+02   0.17231E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.65831E+02   0.51274E+02  -0.23108E+02  -0.29552E+02   0.48491E-02   0.23083E-04   0.34438E-02       0.19      99.38     0.0000  0.00   0.27621E+00  -0.40376E+01    17.2064    17.2006    17.2011    17.2031    17.2307
   2022      8     22   12.00      5592.00   0.17736E+02   0.00000E+00   0.17736E+02   0.17759E+02   0.17797E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.47494E+02   0.48610E+02  -0.49099E+02  -0.37238E+02   0.36991E-02   0.14470E-04   0.11883E-02       0.19     124.65     0.0000  0.00   0.10648E+00  -0.37142E+01    17.7551    17.7600    17.7616    17.7645    17.7974
   2022      8     23   12.00      5616.00   0.18090E+02   0.00000E+00   0.18090E+02   0.18138E+02   0.18181E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.45975E+02   0.59279E+02  -0.67472E+02  -0.41696E+02   0.39032E-02   0.19161E-04   0.14235E-02       0.20     135.56     0.0000  0.00   0.14701E+00  -0.32677E+01    18.1292    18.1420    18.1445    18.1477    18.1814
   2022      8     24   12.00      5640.00   0.18387E+02   0.00000E+00   0.18387E+02   0.18440E+02   0.18477E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.33308E+02   0.50331E+02  -0.71240E+02  -0.35259E+02   0.32539E-02   0.21763E-04   0.16417E-02       0.20     117.11     0.0000  0.00   0.48154E-01   0.26305E+01    18.4316    18.4439    18.4464    18.4493    18.4767
   2022      8     25   12.00      5664.00   0.18130E+02   0.00000E+00   0.18130E+02   0.18244E+02   0.18276E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.72171E+02   0.11491E+03  -0.91533E+02  -0.27627E+02   0.79211E-02   0.25524E-03   0.27100E-01       0.20      81.33     0.0000  0.00  -0.32209E+00   0.19512E+02    18.2309    18.2504    18.2553    18.2587    18.2709
   2022      8     26   12.00      5688.00   0.17672E+02   0.00000E+00   0.17672E+02   0.17776E+02   0.17805E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.75180E+02   0.11750E+03  -0.86207E+02  -0.23453E+02   0.89118E-02   0.34883E-03   0.38370E-01       0.20      60.06     0.0000  0.00  -0.60301E+00   0.21381E+02    17.7635    17.7818    17.7863    17.7898    17.7986
   2022      8     27   12.00      5712.00   0.17357E+02   0.00000E+00   0.17357E+02   0.17422E+02   0.17454E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.34138E+02   0.51990E+02  -0.61134E+02  -0.26735E+02   0.35247E-02   0.44468E-04   0.40301E-02       0.20      70.88     0.0000  0.00  -0.55950E-02   0.26598E+01    17.4127    17.4261    17.4290    17.4317    17.4534
   2022      8     28   12.00      5736.00   0.17304E+02   0.00000E+00   0.17304E+02   0.17391E+02   0.17426E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.53622E+02   0.83813E+02  -0.82817E+02  -0.40502E+02   0.52937E-02   0.50334E-04   0.54504E-02       0.20     109.60     0.0000  0.00   0.17422E+00  -0.73708E+01    17.3778    17.3979    17.4018    17.4056    17.4244
   2022      8     29   12.00      5760.00   0.17158E+02   0.00000E+00   0.17158E+02   0.17294E+02   0.17334E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.60401E+02   0.11640E+03  -0.11441E+03  -0.45965E+02   0.65301E-02   0.13245E-03   0.12651E-01       0.20     118.98     0.0000  0.00  -0.34347E-01  -0.14913E+02    17.2768    17.3025    17.3081    17.3120    17.3301
   2022      8     30   12.00      5784.00   0.16990E+02   0.00000E+00   0.16990E+02   0.17064E+02   0.17101E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.26736E+02   0.51437E+02  -0.78035E+02  -0.36322E+02   0.29559E-02   0.32561E-04   0.30507E-02       0.20      94.81     0.0000  0.00   0.10334E-01  -0.40871E+00    17.0539    17.0692    17.0726    17.0759    17.0999
   2022      8     31   12.00      5808.00   0.16764E+02   0.00000E+00   0.16764E+02   0.16862E+02   0.16894E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.62088E+02   0.93830E+02  -0.76176E+02  -0.26785E+02   0.68376E-02   0.16192E-03   0.14328E-01       0.20      65.31     0.0000  0.00  -0.20113E+00   0.15016E+02    16.8488    16.8681    16.8731    16.8762    16.8921
   2022      9      1   12.00      5832.00   0.16506E+02   0.00000E+00   0.16506E+02   0.16591E+02   0.16625E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.53676E+02   0.77342E+02  -0.69821E+02  -0.29634E+02   0.54279E-02   0.71707E-04   0.61794E-02       0.21      72.32     0.0000  0.00  -0.63164E-01   0.98888E+01    16.5779    16.5973    16.6013    16.6040    16.6238
   2022      9      2   12.00      5856.00   0.16499E+02   0.00000E+00   0.16499E+02   0.16560E+02   0.16602E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.29706E+02   0.45103E+02  -0.74396E+02  -0.41478E+02   0.30682E-02   0.18635E-04   0.10617E-02       0.21     109.40     0.0000  0.00   0.92450E-01   0.63811E+00    16.5502    16.5642    16.5672    16.5706    16.6019
   2022      9      3   12.00      5880.00   0.16515E+02   0.00000E+00   0.16515E+02   0.16620E+02   0.16660E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.42807E+02   0.70795E+02  -0.94223E+02  -0.45451E+02   0.43799E-02   0.30299E-04   0.25916E-02       0.21     120.00     0.0000  0.00   0.34251E-02  -0.65430E+01    16.6044    16.6278    16.6320    16.6366    16.6582
   2022      9      4   12.00      5904.00   0.16388E+02   0.00000E+00   0.16388E+02   0.16482E+02   0.16523E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.31041E+02   0.60570E+02  -0.90972E+02  -0.36690E+02   0.35326E-02   0.21810E-04   0.11610E-02       0.21      92.61     0.0000  0.00   0.30750E-01  -0.36416E+01    16.4673    16.4892    16.4931    16.4967    16.5224
   2022      9      5   12.00      5928.00   0.16159E+02   0.00000E+00   0.16159E+02   0.16224E+02   0.16259E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.15183E+02   0.31321E+02  -0.71950E+02  -0.30677E+02   0.19458E-02   0.10502E-04   0.40000E-03       0.21      74.93     0.0000  0.00   0.33906E-01   0.33444E+00    16.2154    16.2280    16.2309    16.2338    16.2588
   2022      9      6   12.00      5952.00   0.15873E+02   0.00000E+00   0.15873E+02   0.15984E+02   0.16021E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.38762E+02   0.73444E+02  -0.90736E+02  -0.36088E+02   0.43817E-02   0.30380E-04   0.25494E-02       0.21      84.75     0.0000  0.00  -0.65425E-01   0.64908E+01    15.9662    15.9927    15.9971    16.0011    16.0206
   2022      9      7   12.00      5976.00   0.15674E+02   0.00000E+00   0.15674E+02   0.15763E+02   0.15806E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.35965E+02   0.60455E+02  -0.81476E+02  -0.36654E+02   0.38112E-02   0.22873E-04   0.15239E-02       0.21      87.40     0.0000  0.00   0.12050E+00   0.34230E+01    15.7482    15.7704    15.7742    15.7778    15.8058
   2022      9      8   12.00      6000.00   0.15470E+02   0.00000E+00   0.15470E+02   0.15560E+02   0.15596E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.55319E+02   0.77886E+02  -0.74640E+02  -0.30279E+02   0.56653E-02   0.63080E-04   0.66821E-02       0.21      68.98     0.0000  0.00   0.34600E+00  -0.53636E+01    15.5446    15.5669    15.5711    15.5742    15.5949
   2022      9      9   12.00      6024.00   0.15209E+02   0.00000E+00   0.15209E+02   0.15298E+02   0.15331E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.64904E+02   0.86956E+02  -0.71719E+02  -0.29575E+02   0.66496E-02   0.15993E-03   0.13282E-01       0.22      65.39     0.0000  0.00   0.50608E-01  -0.14732E+02    15.2861    15.3033    15.3084    15.3117    15.3299
   2022      9     10   12.00      6048.00   0.15103E+02   0.00000E+00   0.15103E+02   0.15162E+02   0.15198E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.27946E+02   0.39644E+02  -0.61693E+02  -0.32296E+02   0.27857E-02   0.34419E-04   0.25808E-02       0.22      76.93     0.0000  0.00  -0.81491E-02  -0.16426E+01    15.1529    15.1656    15.1687    15.1716    15.1977
   2022      9     11   12.00      6072.00   0.15085E+02   0.00000E+00   0.15085E+02   0.15146E+02   0.15178E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.66394E+02   0.75032E+02  -0.53835E+02  -0.30745E+02   0.60720E-02   0.10621E-03   0.94638E-02       0.22      76.10     0.0000  0.00   0.19150E+00   0.12260E+02    15.1369    15.1496    15.1535    15.1560    15.1779
   2022      9     12   12.00      6096.00   0.15257E+02   0.00000E+00   0.15257E+02   0.15292E+02   0.15319E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.66455E+02   0.61697E+02  -0.38171E+02  -0.24974E+02   0.57872E-02   0.80691E-04   0.76811E-02       0.22      67.85     0.0000  0.00   0.23024E+00   0.10288E+02    15.2861    15.2939    15.2968    15.2990    15.3186
   2022      9     13   12.00      6120.00   0.15304E+02   0.00000E+00   0.15304E+02   0.15352E+02   0.15384E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.45934E+02   0.48617E+02  -0.48667E+02  -0.24918E+02   0.40519E-02   0.26751E-04   0.20960E-02       0.22      66.98     0.0000  0.00   0.19281E+00  -0.10363E-01    15.3428    15.3563    15.3589    15.3613    15.3844
   2022      9     14   12.00      6144.00   0.15252E+02   0.00000E+00   0.15252E+02   0.15320E+02   0.15357E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.50098E+02   0.61579E+02  -0.60339E+02  -0.28979E+02   0.45865E-02   0.30482E-04   0.27215E-02       0.22      75.74     0.0000  0.00   0.18475E+00  -0.51919E+01    15.3074    15.3255    15.3287    15.3315    15.3566
   2022      9     15   12.00      6168.00   0.15253E+02   0.00000E+00   0.15253E+02   0.15306E+02   0.15338E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.52797E+02   0.61116E+02  -0.52948E+02  -0.28171E+02   0.53217E-02   0.13445E-03   0.18619E-01       0.22      74.52     0.0000  0.00   0.13341E-01   0.10848E+02    15.2975    15.3094    15.3122    15.3150    15.3368
   2022      9     16   12.00      6192.00   0.15246E+02   0.00000E+00   0.15246E+02   0.15315E+02   0.15342E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.99858E+02   0.10636E+03  -0.45917E+02  -0.22545E+02   0.15192E-01   0.12589E-02   0.43288E+00       0.22      60.40     0.0000  0.00  -0.82804E+00   0.78696E+02    15.3093    15.3173    15.3204    15.3231    15.3345
   2022      9     17   12.00      6216.00   0.15104E+02   0.00000E+00   0.15104E+02   0.15192E+02   0.15227E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.99938E+02   0.11655E+03  -0.59471E+02  -0.22061E+02   0.18458E-01   0.15558E-02   0.82927E+00       0.22      54.39     0.0000  0.00  -0.20520E+01   0.10646E+03    15.1805    15.1983    15.2031    15.2062    15.2175
   2022      9     18   12.00      6240.00   0.14707E+02   0.00000E+00   0.14707E+02   0.14834E+02   0.14879E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.91226E+02   0.12994E+03  -0.92626E+02  -0.31612E+02   0.13882E-01   0.10110E-02   0.29797E+00       0.23      69.18     0.0000  0.00  -0.15186E+01   0.56837E+02    14.8201    14.8418    14.8479    14.8519    14.8645
   2022      9     19   12.00      6264.00   0.14393E+02   0.00000E+00   0.14393E+02   0.14477E+02   0.14521E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.27305E+02   0.45309E+02  -0.84589E+02  -0.42423E+02   0.30107E-02   0.56380E-04   0.52273E-02       0.23      99.73     0.0000  0.00  -0.11975E+00   0.53351E+01    14.4661    14.4822    14.4862    14.4901    14.5203
   2022      9     20   12.00      6288.00   0.14418E+02   0.00000E+00   0.14418E+02   0.14480E+02   0.14526E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.15187E+02   0.34169E+02  -0.91299E+02  -0.43825E+02   0.21833E-02   0.13006E-04   0.10182E-03       0.23     107.67     0.0000  0.00   0.23546E-01  -0.14523E+01    14.4714    14.4843    14.4877    14.4911    14.5264
   2022      9     21   12.00      6312.00   0.14283E+02   0.00000E+00   0.14283E+02   0.14348E+02   0.14389E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.10300E+02   0.22087E+02  -0.77229E+02  -0.35736E+02   0.15191E-02   0.82328E-05   0.20842E-03       0.23      85.30     0.0000  0.00   0.22601E-01   0.70750E+00    14.3400    14.3517    14.3547    14.3579    14.3891
   2022      9     22   12.00      6336.00   0.13972E+02   0.00000E+00   0.13972E+02   0.14078E+02   0.14119E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.39278E+02   0.63944E+02  -0.80383E+02  -0.31040E+02   0.45139E-02   0.38616E-04   0.30040E-02       0.23      66.57     0.0000  0.00   0.52967E-01   0.72474E+01    14.0605    14.0862    14.0906    14.0939    14.1183
   2022      9     23   12.00      6360.00   0.13699E+02   0.00000E+00   0.13699E+02   0.13799E+02   0.13842E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.44210E+02   0.64858E+02  -0.80105E+02  -0.36425E+02   0.46489E-02   0.41039E-04   0.32519E-02       0.23      80.60     0.0000  0.00  -0.29762E-01   0.76284E+01    13.7824    13.8068    13.8112    13.8148    13.8411
   2022      9     24   12.00      6384.00   0.13600E+02   0.00000E+00   0.13600E+02   0.13677E+02   0.13726E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.13939E+02   0.23284E+02  -0.86692E+02  -0.44989E+02   0.16348E-02   0.10597E-04   0.41240E-03       0.23     107.23     0.0000  0.00  -0.22535E-01   0.17354E+01    13.6670    13.6808    13.6844    13.6883    13.7256
   2022      9     25   12.00      6408.00   0.13552E+02   0.00000E+00   0.13552E+02   0.13624E+02   0.13671E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.34789E+01   0.88843E+01  -0.93538E+02  -0.43690E+02   0.64395E-03   0.32546E-05   0.13179E-04       0.23     103.85     0.0000  0.00   0.13290E-01  -0.68706E-01    13.6177    13.6270    13.6303    13.6340    13.6707
   2022      9     26   12.00      6432.00   0.13185E+02   0.00000E+00   0.13185E+02   0.13268E+02   0.13310E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.15954E+02   0.42183E+02  -0.11889E+03  -0.45943E+02   0.26350E-02   0.14358E-04   0.17961E-03       0.24      99.03     0.0000  0.00   0.91199E-01  -0.69887E+00    13.2558    13.2740    13.2787    13.2833    13.3095
   2022      9     27   12.00      6456.00   0.12611E+02   0.00000E+00   0.12611E+02   0.12750E+02   0.12798E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.29179E+02   0.65031E+02  -0.12431E+03  -0.47997E+02   0.40382E-02   0.21121E-04   0.15841E-02       0.24      97.44     0.0000  0.00   0.21241E+00  -0.13691E+01    12.7286    12.7610    12.7669    12.7723    12.7970
   2022      9     28   12.00      6480.00   0.12216E+02   0.00000E+00   0.12216E+02   0.12319E+02   0.12366E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.56895E+02   0.75486E+02  -0.84739E+02  -0.40985E+02   0.61712E-02   0.70115E-04   0.83415E-02       0.24      81.36     0.0000  0.00   0.50893E+00  -0.59780E+00    12.3016    12.3271    12.3326    12.3365    12.3646
   2022      9     29   12.00      6504.00   0.12329E+02   0.00000E+00   0.12329E+02   0.12355E+02   0.12387E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.57845E+02   0.47104E+02  -0.28897E+02  -0.25977E+02   0.50980E-02   0.40590E-04   0.46561E-02       0.24      55.64     0.0000  0.00   0.26117E+00  -0.43809E+01    12.3487    12.3567    12.3594    12.3617    12.3866
   2022      9     30   12.00      6528.00   0.12501E+02   0.00000E+00   0.12501E+02   0.12533E+02   0.12565E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.46702E+02   0.39831E+02  -0.33175E+02  -0.23652E+02   0.41018E-02   0.21560E-04   0.20887E-02       0.24      55.53     0.0000  0.00   0.12035E+00  -0.40955E+01    12.5251    12.5357    12.5379    12.5403    12.5652
   2022     10      1   12.00      6552.00   0.12439E+02   0.00000E+00   0.12439E+02   0.12525E+02   0.12570E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.49714E+02   0.61433E+02  -0.74766E+02  -0.36089E+02   0.48994E-02   0.28562E-04   0.32377E-02       0.24      84.50     0.0000  0.00   0.31743E+00   0.17371E+01    12.5083    12.5334    12.5375    12.5412    12.5701
   2022     10      2   12.00      6576.00   0.12210E+02   0.00000E+00   0.12210E+02   0.12325E+02   0.12375E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.53044E+02   0.71689E+02  -0.93357E+02  -0.41343E+02   0.55898E-02   0.45810E-04   0.56756E-02       0.24      93.01     0.0000  0.00   0.41365E+00   0.21613E+01    12.3045    12.3350    12.3402    12.3442    12.3746
   2022     10      3   12.00      6600.00   0.12017E+02   0.00000E+00   0.12017E+02   0.12106E+02   0.12150E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.62604E+02   0.69300E+02  -0.73108E+02  -0.35515E+02   0.61765E-02   0.66139E-04   0.79882E-02       0.24      76.86     0.0000  0.00   0.51178E+00   0.14301E+01    12.0902    12.1129    12.1182    12.1212    12.1493
   2022     10      4   12.00      6624.00   0.11964E+02   0.00000E+00   0.11964E+02   0.12037E+02   0.12081E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.53391E+02   0.50366E+02  -0.61521E+02  -0.34730E+02   0.49114E-02   0.32382E-04   0.34118E-02       0.25      79.51     0.0000  0.00   0.29509E+00  -0.22489E+01    12.0227    12.0429    12.0468    12.0502    12.0811
   2022     10      5   12.00      6648.00   0.11923E+02   0.00000E+00   0.11923E+02   0.12019E+02   0.12068E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.48554E+02   0.56353E+02  -0.80179E+02  -0.39816E+02   0.47476E-02   0.29612E-04   0.29478E-02       0.25      93.25     0.0000  0.00   0.24054E+00  -0.41963E+01    12.0017    12.0274    12.0319    12.0359    12.0676
