   2019      6     16   12.00      8400.00   0.16984E+02   0.00000E+00   0.16984E+02   0.17057E+02   0.17111E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.14724E+02   0.46673E+02  -0.12067E+03  -0.66764E+02   0.28245E-02   0.28646E-04   0.30964E-03       0.16     226.35     0.0000  0.00   0.25787E-01   0.32528E+00    17.0393    17.0594    17.0664    17.0748    17.1101
   2019      6     17   12.00      8424.00   0.18072E+02   0.00000E+00   0.18072E+02   0.18248E+02   0.18326E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.23927E+02   0.75751E+02  -0.18289E+03  -0.93121E+02   0.37876E-02   0.56125E-04   0.16232E-02       0.16     312.45     0.0000  0.00   0.18266E-01   0.13158E+01    18.2147    18.2534    18.2643    18.2763    18.3206
   2019      6     18   12.00      8448.00   0.18350E+02   0.00000E+00   0.18350E+02   0.18715E+02   0.18925E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.44100E+02   0.11473E+03  -0.24786E+03  -0.91531E+02   0.51846E-02   0.99058E-04   0.60792E-02       0.16     290.02     0.0000  0.00   0.32776E-01   0.25852E+01    18.6053    18.6775    18.8052    18.8669    18.9144
   2019      6     19   12.00      8472.00   0.17032E+02   0.00000E+00   0.17032E+02   0.17426E+02   0.17627E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.51032E+02   0.11085E+03  -0.23010E+03  -0.70623E+02   0.52455E-02   0.10019E-03   0.63546E-02       0.16     186.24     0.0000  0.00   0.49482E-01   0.25168E+01    17.3097    17.3936    17.5253    17.5758    17.6143
   2019      6     20   12.00      8496.00   0.15786E+02   0.00000E+00   0.15786E+02   0.16009E+02   0.16094E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.36217E+02   0.74563E+02  -0.16275E+03  -0.59477E+02   0.39446E-02   0.56954E-04   0.19553E-02       0.16     139.50     0.0000  0.00   0.20095E-01   0.14680E+01    15.9623    16.0157    16.0366    16.0555    16.0872
   2019      6     21   12.00      8520.00   0.15617E+02   0.00000E+00   0.15617E+02   0.15736E+02   0.15795E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.21250E+02   0.54658E+02  -0.12731E+03  -0.64050E+02   0.32738E-02   0.35844E-04   0.72186E-03       0.16     178.33     0.0000  0.00   0.29561E-01   0.56147E+00    15.7091    15.7401    15.7496    15.7590    15.7929
   2019      6     22   12.00      8544.00   0.15807E+02   0.00000E+00   0.15807E+02   0.16029E+02   0.16105E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.27055E+02   0.87260E+02  -0.16146E+03  -0.69646E+02   0.68338E-02   0.21610E-03   0.17428E-01       0.16     199.79     0.0000  0.00   0.17467E+00  -0.74591E+00    15.9889    16.0387    16.0512    16.0619    16.0977
   2019      6     23   12.00      8568.00   0.15410E+02   0.00000E+00   0.15410E+02   0.15749E+02   0.15961E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.28611E+02   0.88268E+02  -0.15046E+03  -0.58920E+02   0.98827E-02   0.48450E-03   0.60905E-01       0.16     164.67     0.0000  0.00   0.35290E+00  -0.19782E+01    15.6337    15.6813    15.8723    15.9238    15.9541
   2019      6     24   12.00      8592.00   0.15145E+02   0.00000E+00   0.15145E+02   0.15357E+02   0.15425E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.30108E+02   0.74631E+02  -0.13331E+03  -0.55047E+02   0.87056E-02   0.46835E-03   0.37002E-01       0.16     147.08     0.0000  0.00   0.28339E+00   0.40957E-01    15.3208    15.3621    15.3799    15.3893    15.4180
   2019      6     25   12.00      8616.00   0.15274E+02   0.00000E+00   0.15274E+02   0.15398E+02   0.15458E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.18134E+02   0.54896E+02  -0.10476E+03  -0.55802E+02   0.47970E-02   0.82818E-04   0.53238E-02       0.16     164.15     0.0000  0.00   0.89712E-01   0.75607E+00    15.3717    15.4027    15.4123    15.4210    15.4542
   2019      6     26   12.00      8640.00   0.16417E+02   0.00000E+00   0.16417E+02   0.16457E+02   0.16507E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.69062E+01   0.39764E+02  -0.88722E+02  -0.60984E+02   0.25318E-02   0.19178E-04   0.16781E-03       0.16     210.22     0.0000  0.00   0.23235E-01   0.32472E-01    16.4450    16.4571    16.4621    16.4698    16.5072
   2019      6     27   12.00      8664.00   0.17625E+02   0.00000E+00   0.17625E+02   0.17749E+02   0.17810E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.10453E+02   0.72117E+02  -0.13262E+03  -0.66121E+02   0.44324E-02   0.53590E-04   0.29343E-02       0.16     233.04     0.0000  0.00   0.68854E-01  -0.68424E+00    17.7222    17.7532    17.7624    17.7718    17.8072
   2019      6     28   12.00      8688.00   0.17814E+02   0.00000E+00   0.17814E+02   0.18080E+02   0.18219E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.20018E+02   0.89412E+02  -0.15535E+03  -0.59702E+02   0.65098E-02   0.10672E-03   0.12085E-01       0.16     201.84     0.0000  0.00   0.14668E+00  -0.12963E+01    18.0106    18.0632    18.1346    18.1795    18.2137
   2019      6     29   12.00      8712.00   0.17576E+02   0.00000E+00   0.17576E+02   0.17798E+02   0.17957E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.24077E+02   0.70778E+02  -0.13219E+03  -0.48912E+02   0.55093E-02   0.76464E-04   0.69502E-02       0.16     153.67     0.0000  0.00   0.10124E+00  -0.13010E+01    17.7289    17.7742    17.8476    17.9217    17.9519
   2019      6     30   12.00      8736.00   0.17597E+02   0.00000E+00   0.17597E+02   0.17671E+02   0.17710E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.16795E+02   0.38003E+02  -0.92636E+02  -0.40417E+02   0.28848E-02   0.30885E-04   0.47527E-03       0.16     134.26     0.0000  0.00   0.26997E-01  -0.26000E+00    17.6536    17.6736    17.6799    17.6861    17.7092
   2019      7      1   12.00      8760.00   0.17583E+02   0.00000E+00   0.17583E+02   0.17669E+02   0.17708E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.21053E+02   0.48037E+02  -0.11266E+03  -0.38373E+02   0.28794E-02   0.32520E-04   0.29117E-03       0.16     122.79     0.0000  0.00   0.25749E-01   0.42900E+00    17.6495    17.6730    17.6803    17.6866    17.7072
   2019      7      2   12.00      8784.00   0.16815E+02   0.00000E+00   0.16815E+02   0.16930E+02   0.16971E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.24586E+02   0.53567E+02  -0.11763E+03  -0.35873E+02   0.32457E-02   0.36308E-04   0.52628E-03       0.16      96.72     0.0000  0.00   0.37893E-01   0.21627E+00    16.9055    16.9353    16.9439    16.9505    16.9700
   2019      7      3   12.00      8808.00   0.16128E+02   0.00000E+00   0.16128E+02   0.16238E+02   0.16283E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.23540E+02   0.46492E+02  -0.10465E+03  -0.40976E+02   0.35512E-02   0.37693E-04   0.78003E-03       0.16     108.47     0.0000  0.00   0.46427E-01  -0.85653E-01    16.2137    16.2434    16.2519    16.2590    16.2821
   2019      7      4   12.00      8832.00   0.16108E+02   0.00000E+00   0.16108E+02   0.16203E+02   0.16250E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.19166E+02   0.46945E+02  -0.10336E+03  -0.48079E+02   0.33189E-02   0.33909E-04   0.58989E-03       0.16     139.45     0.0000  0.00   0.38294E-01  -0.29969E+00    16.1812    16.2072    16.2149    16.2223    16.2494
   2019      7      5   12.00      8856.00   0.16495E+02   0.00000E+00   0.16495E+02   0.16595E+02   0.16651E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.13306E+02   0.51229E+02  -0.11016E+03  -0.61530E+02   0.35890E-02   0.41878E-04   0.11273E-02       0.16     192.26     0.0000  0.00   0.28027E-01  -0.93966E+00    16.5723    16.5985    16.6065    16.6152    16.6494
   2019      7      6   12.00      8880.00   0.17690E+02   0.00000E+00   0.17690E+02   0.17793E+02   0.17855E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.65055E+01   0.58901E+02  -0.12557E+03  -0.74624E+02   0.43020E-02   0.55374E-04   0.24220E-02       0.16     253.97     0.0000  0.00   0.57813E-01  -0.60844E+00    17.7697    17.7959    17.8040    17.8139    17.8535
   2019      7      7   12.00      8904.00   0.18969E+02   0.00000E+00   0.18969E+02   0.19106E+02   0.19181E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.74048E+01   0.71307E+02  -0.15033E+03  -0.77712E+02   0.41932E-02   0.64795E-04   0.25579E-02       0.16     274.10     0.0000  0.00   0.31202E-01   0.11577E+01    19.0769    19.1084    19.1211    19.1386    19.1778
   2019      7      8   12.00      8928.00   0.19312E+02   0.00000E+00   0.19312E+02   0.19651E+02   0.19907E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.16778E+02   0.96806E+02  -0.18242E+03  -0.72040E+02   0.53305E-02   0.80743E-04   0.66770E-02       0.16     247.92     0.0000  0.00  -0.27808E-01   0.27565E+01    19.5210    19.5744    19.7849    19.8591    19.8996
   2019      7      9   12.00      8952.00   0.19353E+02   0.00000E+00   0.19353E+02   0.19594E+02   0.19725E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.23657E+02   0.85288E+02  -0.17099E+03  -0.68354E+02   0.49566E-02   0.93215E-04   0.50353E-02       0.16     216.10     0.0000  0.00   0.31666E-01   0.22354E+01    19.5328    19.5817    19.6393    19.6794    19.7160
   2019      7     10   12.00      8976.00   0.19047E+02   0.00000E+00   0.19047E+02   0.19296E+02   0.19399E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.27795E+02   0.81560E+02  -0.16631E+03  -0.58929E+02   0.44112E-02   0.64044E-04   0.34768E-02       0.16     180.01     0.0000  0.00   0.41835E-02   0.16747E+01    19.2418    19.2969    19.3316    19.3592    19.3913
   2019      7     11   12.00      9000.00   0.18464E+02   0.00000E+00   0.18464E+02   0.18589E+02   0.18641E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.23252E+02   0.59224E+02  -0.13359E+03  -0.48722E+02   0.29225E-02   0.42840E-04   0.98430E-03       0.16     140.71     0.0000  0.00  -0.76034E-02   0.62242E+00    18.5639    18.5933    18.6035    18.6131    18.6380
   2019      7     12   12.00      9024.00   0.18032E+02   0.00000E+00   0.18032E+02   0.18136E+02   0.18181E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.23573E+02   0.52715E+02  -0.12266E+03  -0.47473E+02   0.29576E-02   0.37135E-04   0.40817E-03       0.16     135.90     0.0000  0.00   0.31055E-01   0.28703E+00    18.1142    18.1403    18.1481    18.1554    18.1797
   2019      7     13   12.00      9048.00   0.18014E+02   0.00000E+00   0.18014E+02   0.18102E+02   0.18146E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.19571E+02   0.47002E+02  -0.11901E+03  -0.49665E+02   0.22776E-02   0.27740E-04   0.28660E-03       0.16     150.06     0.0000  0.00   0.13022E-01  -0.27221E+00    18.0840    18.1048    18.1116    18.1188    18.1440
   2019      7     14   12.00      9072.00   0.17709E+02   0.00000E+00   0.17709E+02   0.17847E+02   0.17904E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.26868E+02   0.57909E+02  -0.15743E+03  -0.59852E+02   0.25146E-02   0.38992E-04   0.87789E-03       0.16     168.32     0.0000  0.00   0.69781E-02   0.28851E+00    17.8208    17.8516    17.8609    17.8699    17.8993
   2019      7     15   12.00      9096.00   0.16165E+02   0.00000E+00   0.16165E+02   0.16638E+02   0.16902E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.47887E+02   0.10521E+03  -0.23789E+03  -0.74636E+02   0.53771E-02   0.98578E-04   0.71144E-02       0.16     183.54     0.0000  0.00   0.34239E-01   0.27882E+01    16.4986    16.5918    16.7560    16.8476    16.8882
   2019      7     16   12.00      9120.00   0.14450E+02   0.00000E+00   0.14450E+02   0.14953E+02   0.15347E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.46017E+02   0.10774E+03  -0.22604E+03  -0.81940E+02   0.67384E-02   0.19239E-03   0.17794E-01       0.16     167.31     0.0000  0.00   0.92157E-01   0.40809E+01    14.7763    14.8581    15.1131    15.2907    15.3339
   2019      7     17   12.00      9144.00   0.13246E+02   0.00000E+00   0.13246E+02   0.13619E+02   0.13761E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.43716E+02   0.86224E+02  -0.17890E+03  -0.70646E+02   0.89234E-02   0.51902E-03   0.51735E-01       0.16     138.71     0.0000  0.00   0.23150E+00   0.53302E+01    13.5498    13.6201    13.6511    13.7126    13.7501
   2019      7     18   12.00      9168.00   0.12384E+02   0.00000E+00   0.12384E+02   0.12731E+02   0.12890E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.44449E+02   0.83590E+02  -0.16616E+03  -0.68680E+02   0.98830E-02   0.72615E-03   0.74539E-01       0.16     138.18     0.0000  0.00   0.24405E+00   0.74124E+01    12.6559    12.7150    12.7891    12.8410    12.8787
   2019      7     19   12.00      9192.00   0.11800E+02   0.00000E+00   0.11800E+02   0.12110E+02   0.12202E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.38143E+02   0.72871E+02  -0.15337E+03  -0.74441E+02   0.80671E-02   0.54008E-03   0.42896E-01       0.16     162.32     0.0000  0.00   0.10667E+00   0.63705E+01    12.0597    12.1215    12.1390    12.1507    12.1923
   2019      7     20   12.00      9216.00   0.12071E+02   0.00000E+00   0.12071E+02   0.12271E+02   0.12350E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.26286E+02   0.54579E+02  -0.13016E+03  -0.67579E+02   0.49970E-02   0.80511E-04   0.53509E-02       0.17     163.01     0.0000  0.00   0.72642E-01   0.16419E+01    12.2291    12.2785    12.2935    12.3052    12.3461
   2019      7     21   12.00      9240.00   0.12355E+02   0.00000E+00   0.12355E+02   0.12477E+02   0.12537E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.18457E+02   0.41251E+02  -0.10633E+03  -0.54802E+02   0.36016E-02   0.43648E-04   0.20193E-02       0.17     137.45     0.0000  0.00   0.18553E-01  -0.92327E+00    12.4486    12.4817    12.4926    12.5019    12.5358
   2019      7     22   12.00      9264.00   0.12424E+02   0.00000E+00   0.12424E+02   0.12556E+02   0.12616E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.19991E+02   0.38865E+02  -0.94886E+02  -0.44985E+02   0.47216E-02   0.13194E-03   0.74693E-02       0.17     111.38     0.0000  0.00   0.63901E-01   0.15712E+00    12.5270    12.5608    12.5715    12.5791    12.6139
   2019      7     23   12.00      9288.00   0.12140E+02   0.00000E+00   0.12140E+02   0.12340E+02   0.12402E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.23800E+02   0.52136E+02  -0.10699E+03  -0.49508E+02   0.80025E-02   0.47158E-03   0.34769E-01       0.17     119.50     0.0000  0.00   0.16963E+00   0.48427E+01    12.3066    12.3461    12.3588    12.3671    12.3976
   2019      7     24   12.00      9312.00   0.12403E+02   0.00000E+00   0.12403E+02   0.12551E+02   0.12618E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.17015E+02   0.52413E+02  -0.11385E+03  -0.63259E+02   0.55445E-02   0.16732E-03   0.90789E-02       0.17     170.81     0.0000  0.00   0.54420E-01   0.29229E+01    12.5207    12.5545    12.5675    12.5773    12.6142
   2019      7     25   12.00      9336.00   0.13506E+02   0.00000E+00   0.13506E+02   0.13564E+02   0.13620E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.67359E+01   0.28590E+02  -0.90120E+02  -0.63137E+02   0.22782E-02   0.18443E-04   0.39840E-03       0.17     200.05     0.0000  0.00  -0.88096E-02   0.97167E-01    13.5493    13.5649    13.5710    13.5796    13.6202
   2019      7     26   12.00      9360.00   0.14555E+02   0.00000E+00   0.14555E+02   0.14652E+02   0.14710E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.50355E+01   0.48055E+02  -0.99906E+02  -0.55730E+02   0.43137E-02   0.54071E-04   0.25886E-02       0.17     187.25     0.0000  0.00  -0.42846E-01  -0.14576E+01    14.6289    14.6550    14.6644    14.6732    14.7092
   2019      7     27   12.00      9384.00   0.15389E+02   0.00000E+00   0.15389E+02   0.15443E+02   0.15487E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.36729E+01   0.32227E+02  -0.69794E+02  -0.37352E+02   0.32410E-02   0.30050E-04   0.80038E-03       0.17     140.73     0.0000  0.00   0.83074E-02  -0.82299E+00    15.4283    15.4444    15.4502    15.4560    15.4864
   2019      7     28   12.00      9408.00   0.15681E+02   0.00000E+00   0.15681E+02   0.15762E+02   0.15805E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.10031E+02   0.36550E+02  -0.74497E+02  -0.30269E+02   0.37934E-02   0.31694E-04   0.11436E-02       0.17     111.54     0.0000  0.00   0.50004E-01  -0.39641E+00    15.7423    15.7655    15.7725    15.7780    15.8052
   2019      7     29   12.00      9432.00   0.15687E+02   0.00000E+00   0.15687E+02   0.15783E+02   0.15831E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.16051E+02   0.40852E+02  -0.84869E+02  -0.33107E+02   0.39929E-02   0.36611E-04   0.14212E-02       0.17     111.61     0.0000  0.00   0.58102E-01  -0.85660E-01    15.7607    15.7877    15.7959    15.8019    15.8304
   2019      7     30   12.00      9456.00   0.15720E+02   0.00000E+00   0.15720E+02   0.15806E+02   0.15855E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.16041E+02   0.38233E+02  -0.82954E+02  -0.37951E+02   0.34434E-02   0.32121E-04   0.93594E-03       0.17     125.58     0.0000  0.00   0.29678E-01   0.68701E+00    15.7851    15.8095    15.8171    15.8233    15.8550
   2019      7     31   12.00      9480.00   0.15886E+02   0.00000E+00   0.15886E+02   0.15999E+02   0.16051E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.21543E+02   0.47857E+02  -0.10147E+03  -0.39886E+02   0.39744E-02   0.50308E-04   0.22021E-02       0.17     128.86     0.0000  0.00   0.51429E-01   0.36055E+00    15.9746    16.0038    16.0129    16.0197    16.0500
   2019      8      1   12.00      9504.00   0.15022E+02   0.00000E+00   0.15022E+02   0.15292E+02   0.15386E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.35370E+02   0.70742E+02  -0.13504E+03  -0.39644E+02   0.72623E-02   0.20423E-03   0.18463E-01       0.17      99.97     0.0000  0.00   0.19218E+00   0.13402E+00    15.2384    15.2952    15.3255    15.3517    15.3769
   2019      8      2   12.00      9528.00   0.13893E+02   0.00000E+00   0.13893E+02   0.14172E+02   0.14241E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.33889E+02   0.63034E+02  -0.12821E+03  -0.44156E+02   0.75705E-02   0.36257E-03   0.26765E-01       0.18      96.77     0.0000  0.00   0.15428E+00   0.38048E+01    14.1277    14.1826    14.1974    14.2053    14.2315
   2019      8      3   12.00      9552.00   0.13152E+02   0.00000E+00   0.13152E+02   0.13440E+02   0.13510E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.29401E+02   0.68205E+02  -0.13392E+03  -0.54822E+02   0.83807E-02   0.65232E-03   0.44790E-01       0.18     126.43     0.0000  0.00   0.15482E-01   0.71630E+01    13.3988    13.4496    13.4645    13.4733    13.5025
   2019      8      4   12.00      9576.00   0.12915E+02   0.00000E+00   0.12915E+02   0.13132E+02   0.13205E+02   0.00000E+00   0.00000E+00   0.50088E+00   0.28290E+02   0.64580E+02  -0.13794E+03  -0.65733E+02   0.82592E-02   0.64403E-03   0.40240E-01       0.18     165.30     0.0000  0.00   0.56119E-01   0.66174E+01    13.0971    13.1388    13.1526    13.1623    13.1948
