   2022      7     28   12.00      4992.00   0.12731E+02   0.00000E+00   0.12731E+02   0.12866E+02   0.12919E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.31799E+02   0.44158E+02  -0.12585E+03  -0.64106E+02   0.45880E-02   0.29572E-04   0.27495E-02       0.17     152.55     0.0000  0.00   0.16418E+00  -0.57713E+01    12.8438    12.8757    12.8814    12.8880    12.9173
   2022      7     29   12.00      5016.00   0.12835E+02   0.00000E+00   0.12835E+02   0.12938E+02   0.12988E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.32971E+02   0.33872E+02  -0.10372E+03  -0.60641E+02   0.51812E-02   0.33248E-04   0.41382E-02       0.17     149.79     0.0000  0.00   0.30127E+00  -0.46075E+01    12.9198    12.9463    12.9512    12.9571    12.9869
   2022      7     30   12.00      5040.00   0.13261E+02   0.00000E+00   0.13261E+02   0.13307E+02   0.13360E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.27767E+02   0.19207E+02  -0.68637E+02  -0.54556E+02   0.46284E-02   0.24133E-04   0.26521E-02       0.17     147.82     0.0000  0.00   0.28372E+00  -0.23301E+00    13.2982    13.3105    13.3137    13.3181    13.3602
   2022      7     31   12.00      5064.00   0.13959E+02   0.00000E+00   0.13959E+02   0.13982E+02   0.14034E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.24244E+02   0.16375E+02  -0.58365E+02  -0.53010E+02   0.35106E-02   0.14097E-04   0.10445E-02       0.17     157.37     0.0000  0.00   0.11406E+00   0.31121E+01    13.9770    13.9825    13.9847    13.9886    14.0345
   2022      8      1   12.00      5088.00   0.14690E+02   0.00000E+00   0.14690E+02   0.14719E+02   0.14770E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.23729E+02   0.19792E+02  -0.65146E+02  -0.51969E+02   0.22970E-02   0.99969E-05   0.62624E-03       0.17     162.36     0.0000  0.00  -0.32545E-01  -0.76455E+00    14.7145    14.7193    14.7215    14.7254    14.7699
   2022      8      2   12.00      5112.00   0.14933E+02   0.00000E+00   0.14933E+02   0.15047E+02   0.15090E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.44131E+02   0.40335E+02  -0.10792E+03  -0.52258E+02   0.48764E-02   0.41466E-04   0.40193E-02       0.18     152.61     0.0000  0.00  -0.94564E-01  -0.82800E+01    15.0309    15.0547    15.0593    15.0645    15.0872
   2022      8      3   12.00      5136.00   0.15027E+02   0.00000E+00   0.15027E+02   0.15127E+02   0.15175E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.43072E+02   0.40980E+02  -0.11052E+03  -0.53165E+02   0.43930E-02   0.28618E-04   0.29477E-02       0.18     151.60     0.0000  0.00   0.20606E+00  -0.19117E+01    15.1104    15.1347    15.1391    15.1441    15.1736
   2022      8      4   12.00      5160.00   0.14837E+02   0.00000E+00   0.14837E+02   0.15011E+02   0.15088E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.55502E+02   0.55084E+02  -0.13752E+03  -0.56193E+02   0.58542E-02   0.55825E-04   0.92465E-02       0.18     152.37     0.0000  0.00   0.14371E+00   0.10041E+02    14.9682    15.0267    15.0528    15.0602    15.0847
   2022      8      5   12.00      5184.00   0.14637E+02   0.00000E+00   0.14637E+02   0.14811E+02   0.15016E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.37245E+02   0.47494E+02  -0.11898E+03  -0.50834E+02   0.45945E-02   0.53315E-04   0.99029E-02       0.18     132.76     0.0000  0.00   0.87383E-01  -0.54819E+00    14.7374    14.7576    14.9198    14.9767    15.0095
   2022      8      6   12.00      5208.00   0.14012E+02   0.00000E+00   0.14012E+02   0.14209E+02   0.14262E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.32983E+02   0.80928E+02  -0.15380E+03  -0.46159E+02   0.90855E-02   0.40440E-03   0.45492E-01       0.18      99.26     0.0000  0.00  -0.53350E-01  -0.26274E+02    14.1885    14.2201    14.2282    14.2346    14.2494
   2022      8      7   12.00      5232.00   0.13472E+02   0.00000E+00   0.13472E+02   0.13581E+02   0.13625E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.56197E+01   0.46063E+02  -0.98777E+02  -0.40805E+02   0.53079E-02   0.15450E-03   0.16836E-01       0.18      88.26     0.0000  0.00  -0.99607E-01   0.10056E+01    13.5666    13.5886    13.5938    13.5981    13.6221
   2022      8      8   12.00      5256.00   0.13138E+02   0.00000E+00   0.13138E+02   0.13273E+02   0.13322E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.45599E+00   0.56844E+02  -0.11532E+03  -0.45707E+02   0.52930E-02   0.11836E-03   0.14080E-01       0.18     100.74     0.0000  0.00  -0.43175E-01   0.65402E+01    13.2539    13.2821    13.2880    13.2927    13.3195
   2022      8      9   12.00      5280.00   0.12662E+02   0.00000E+00   0.12662E+02   0.12797E+02   0.12850E+02   0.00000E+00   0.00000E+00   0.84257E+02  -0.12487E+01   0.57532E+02  -0.12593E+03  -0.52248E+02   0.42941E-02   0.54358E-04   0.44110E-02       0.18     111.51     0.0000  0.00  -0.12296E+00  -0.50904E+01    12.7769    12.8070    12.8128    12.8179    12.8487
   2022      8     10   12.00      5304.00   0.12359E+02   0.00000E+00   0.12359E+02   0.12490E+02   0.12548E+02   0.00000E+00   0.00000E+00   0.84257E+02  -0.20743E+01   0.42549E+02  -0.11840E+03  -0.52056E+02   0.39135E-02   0.23178E-04   0.15298E-02       0.18     113.05     0.0000  0.00   0.12743E+00  -0.36893E+01    12.4684    12.5007    12.5063    12.5115    12.5475
   2022      8     11   12.00      5328.00   0.12126E+02   0.00000E+00   0.12126E+02   0.12249E+02   0.12306E+02   0.00000E+00   0.00000E+00   0.84257E+02  -0.22095E+01   0.37003E+02  -0.10414E+03  -0.49751E+02   0.40691E-02   0.27147E-04   0.19418E-02       0.18     109.32     0.0000  0.00  -0.68690E-01  -0.56807E+01    12.2284    12.2592    12.2645    12.2694    12.3058
   2022      8     12   12.00      5352.00   0.12127E+02   0.00000E+00   0.12127E+02   0.12207E+02   0.12257E+02   0.00000E+00   0.00000E+00   0.84257E+02  -0.61952E+00   0.27447E+02  -0.75063E+02  -0.44096E+02   0.41126E-02   0.24617E-04   0.20092E-02       0.18     102.69     0.0000  0.00  -0.12489E+00  -0.53320E+01    12.1913    12.2136    12.2176    12.2218    12.2572
   2022      8     13   12.00      5376.00   0.12340E+02   0.00000E+00   0.12340E+02   0.12390E+02   0.12432E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.25790E+00   0.26710E+02  -0.54119E+02  -0.36686E+02   0.48992E-02   0.44533E-04   0.42801E-02       0.19      92.37     0.0000  0.00  -0.18575E+00  -0.74573E+01    12.3803    12.3935    12.3972    12.4003    12.4319
   2022      8     14   12.00      5400.00   0.12486E+02   0.00000E+00   0.12486E+02   0.12552E+02   0.12590E+02   0.00000E+00   0.00000E+00   0.84257E+02  -0.17524E+01   0.37554E+02  -0.64298E+02  -0.35568E+02   0.59378E-02   0.10023E-03   0.85242E-02       0.19      91.17     0.0000  0.00  -0.15453E+00  -0.11885E+02    12.5426    12.5564    12.5610    12.5639    12.5899
   2022      8     15   12.00      5424.00   0.12399E+02   0.00000E+00   0.12399E+02   0.12513E+02   0.12556E+02   0.00000E+00   0.00000E+00   0.84257E+02  -0.51787E+01   0.57388E+02  -0.89087E+02  -0.41351E+02   0.67408E-02   0.16150E-03   0.14739E-01       0.19     100.96     0.0000  0.00  -0.22283E-01  -0.16031E+02    12.4984    12.5191    12.5251    12.5297    12.5546
   2022      8     16   12.00      5448.00   0.12342E+02   0.00000E+00   0.12342E+02   0.12431E+02   0.12476E+02   0.00000E+00   0.00000E+00   0.84257E+02  -0.40011E+01   0.55108E+02  -0.85356E+02  -0.45114E+02   0.66080E-02   0.13156E-03   0.12201E-01       0.19     111.20     0.0000  0.00   0.26911E+00  -0.12280E+02    12.4179    12.4367    12.4424    12.4461    12.4747
   2022      8     17   12.00      5472.00   0.12425E+02   0.00000E+00   0.12425E+02   0.12518E+02   0.12565E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.24932E+00   0.46942E+02  -0.81123E+02  -0.43078E+02   0.57390E-02   0.82984E-04   0.76423E-02       0.19     109.76     0.0000  0.00   0.13631E+00  -0.95487E+01    12.5046    12.5243    12.5293    12.5327    12.5642
   2022      8     18   12.00      5496.00   0.12470E+02   0.00000E+00   0.12470E+02   0.12546E+02   0.12592E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.17485E+01   0.35685E+02  -0.76654E+02  -0.39775E+02   0.30490E-02   0.29617E-04   0.22497E-02       0.19     102.00     0.0000  0.00  -0.14989E-01  -0.12213E+01    12.5340    12.5510    12.5547    12.5583    12.5921
   2022      8     19   12.00      5520.00   0.12410E+02   0.00000E+00   0.12410E+02   0.12481E+02   0.12526E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.16342E+01   0.33044E+02  -0.69020E+02  -0.36934E+02   0.28564E-02   0.25407E-04   0.16251E-02       0.19      93.16     0.0000  0.00   0.85125E-01   0.35721E+01    12.4697    12.4859    12.4893    12.4927    12.5256
   2022      8     20   12.00      5544.00   0.12742E+02   0.00000E+00   0.12742E+02   0.12754E+02   0.12790E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.23608E+00   0.10595E+02  -0.29570E+02  -0.28017E+02   0.28504E-02   0.89514E-05   0.13801E-02       0.19      82.38     0.0000  0.00   0.13283E+00  -0.13071E+01    12.7520    12.7545    12.7559    12.7584    12.7897
   2022      8     21   12.00      5568.00   0.13222E+02   0.00000E+00   0.13222E+02   0.13212E+02   0.13242E+02   0.00000E+00   0.00000E+00   0.84257E+02  -0.11698E+00   0.59352E+01  -0.22215E+02  -0.30514E+02   0.51371E-02   0.28947E-04   0.43002E-02       0.19      99.38     0.0000  0.00   0.30890E+00  -0.45363E+01    13.2155    13.2099    13.2104    13.2126    13.2424
   2022      8     22   12.00      5592.00   0.13797E+02   0.00000E+00   0.13797E+02   0.13815E+02   0.13856E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.33266E+01   0.15282E+02  -0.45475E+02  -0.37814E+02   0.40276E-02   0.15664E-04   0.16664E-02       0.19     124.65     0.0000  0.00   0.12746E+00  -0.44487E+01    13.8118    13.8150    13.8167    13.8198    13.8560
   2022      8     23   12.00      5616.00   0.14182E+02   0.00000E+00   0.14182E+02   0.14232E+02   0.14279E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.88332E+01   0.23863E+02  -0.65838E+02  -0.42345E+02   0.41970E-02   0.19989E-04   0.18812E-02       0.20     135.56     0.0000  0.00   0.16983E+00  -0.38082E+01    14.2223    14.2354    14.2382    14.2417    14.2788
   2022      8     24   12.00      5640.00   0.14515E+02   0.00000E+00   0.14515E+02   0.14570E+02   0.14611E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.11588E+02   0.23961E+02  -0.68862E+02  -0.35784E+02   0.36241E-02   0.26036E-04   0.19918E-02       0.20     117.11     0.0000  0.00   0.62844E-01   0.30551E+01    14.5602    14.5742    14.5770    14.5801    14.6113
   2022      8     25   12.00      5664.00   0.14218E+02   0.00000E+00   0.14218E+02   0.14340E+02   0.14376E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.25465E+02   0.47201E+02  -0.10041E+03  -0.29397E+02   0.81327E-02   0.28402E-03   0.29613E-01       0.20      81.33     0.0000  0.00  -0.34107E+00   0.20538E+02    14.3259    14.3473    14.3528    14.3568    14.3702
   2022      8     26   12.00      5688.00   0.13662E+02   0.00000E+00   0.13662E+02   0.13778E+02   0.13811E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.28168E+02   0.44102E+02  -0.94689E+02  -0.26021E+02   0.91051E-02   0.37545E-03   0.42112E-01       0.20      60.06     0.0000  0.00  -0.62768E+00   0.22328E+02    13.7640    13.7852    13.7903    13.7941    13.8043
   2022      8     27   12.00      5712.00   0.13340E+02   0.00000E+00   0.13340E+02   0.13404E+02   0.13441E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.13936E+02   0.24074E+02  -0.59855E+02  -0.28277E+02   0.40947E-02   0.50396E-04   0.46605E-02       0.20      70.88     0.0000  0.00   0.11668E-02   0.30724E+01    13.3926    13.4084    13.4118    13.4147    13.4399
   2022      8     28   12.00      5736.00   0.13287E+02   0.00000E+00   0.13287E+02   0.13379E+02   0.13423E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.18505E+02   0.35718E+02  -0.85422E+02  -0.42169E+02   0.55227E-02   0.67154E-04   0.62783E-02       0.20     109.60     0.0000  0.00   0.18981E+00  -0.79933E+01    13.3637    13.3855    13.3903    13.3938    13.4220
   2022      8     29   12.00      5760.00   0.13095E+02   0.00000E+00   0.13095E+02   0.13252E+02   0.13300E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.24585E+02   0.59027E+02  -0.12039E+03  -0.48054E+02   0.67184E-02   0.15737E-03   0.14330E-01       0.20     118.98     0.0000  0.00  -0.35659E-01  -0.15750E+02    13.2333    13.2611    13.2682    13.2722    13.2970
   2022      8     30   12.00      5784.00   0.12913E+02   0.00000E+00   0.12913E+02   0.12992E+02   0.13035E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.15408E+02   0.32539E+02  -0.79611E+02  -0.38415E+02   0.34489E-02   0.44518E-04   0.33853E-02       0.20      94.81     0.0000  0.00   0.12646E-01  -0.39686E+00    12.9792    12.9973    13.0013    13.0048    13.0343
   2022      8     31   12.00      5808.00   0.12663E+02   0.00000E+00   0.12663E+02   0.12767E+02   0.12802E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.25331E+02   0.33742E+02  -0.81765E+02  -0.29093E+02   0.70422E-02   0.18727E-03   0.15963E-01       0.20      65.31     0.0000  0.00  -0.21466E+00   0.15847E+02    12.7537    12.7738    12.7793    12.7837    12.8008
   2022      9      1   12.00      5832.00   0.12381E+02   0.00000E+00   0.12381E+02   0.12469E+02   0.12509E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.19204E+02   0.28212E+02  -0.71761E+02  -0.31655E+02   0.56459E-02   0.84286E-04   0.72375E-02       0.21      72.32     0.0000  0.00  -0.67553E-01   0.10681E+02    12.4548    12.4752    12.4804    12.4836    12.5082
   2022      9      2   12.00      5856.00   0.12410E+02   0.00000E+00   0.12410E+02   0.12471E+02   0.12520E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.11961E+02   0.21243E+02  -0.70580E+02  -0.42816E+02   0.34171E-02   0.20714E-04   0.13834E-02       0.21     109.40     0.0000  0.00   0.11322E+00   0.70919E+00    12.4588    12.4754    12.4788    12.4826    12.5197
   2022      9      3   12.00      5880.00   0.12455E+02   0.00000E+00   0.12455E+02   0.12562E+02   0.12609E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.18391E+02   0.32143E+02  -0.95290E+02  -0.46949E+02   0.46156E-02   0.35794E-04   0.32216E-02       0.21     120.00     0.0000  0.00   0.42618E-02  -0.72780E+01    12.5446    12.5710    12.5758    12.5804    12.6082
   2022      9      4   12.00      5904.00   0.12330E+02   0.00000E+00   0.12330E+02   0.12433E+02   0.12479E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.18845E+02   0.31972E+02  -0.90826E+02  -0.38014E+02   0.37719E-02   0.22006E-04   0.14832E-02       0.21      92.61     0.0000  0.00   0.34785E-01  -0.41554E+01    12.4141    12.4411    12.4456    12.4496    12.4788
   2022      9      5   12.00      5928.00   0.12110E+02   0.00000E+00   0.12110E+02   0.12180E+02   0.12223E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.15313E+02   0.23240E+02  -0.73028E+02  -0.32209E+02   0.25911E-02   0.12628E-04   0.53953E-03       0.21      74.93     0.0000  0.00   0.45657E-01   0.60297E+00    12.1686    12.1857    12.1891    12.1924    12.2227
   2022      9      6   12.00      5952.00   0.11817E+02   0.00000E+00   0.11817E+02   0.11935E+02   0.11986E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.22820E+02   0.36100E+02  -0.93665E+02  -0.37693E+02   0.46110E-02   0.36546E-04   0.31382E-02       0.21      84.75     0.0000  0.00  -0.72731E-01   0.71747E+01    11.9140    11.9449    11.9500    11.9540    11.9852
   2022      9      7   12.00      5976.00   0.11610E+02   0.00000E+00   0.11610E+02   0.11708E+02   0.11758E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.17340E+02   0.29291E+02  -0.82309E+02  -0.38232E+02   0.40688E-02   0.24726E-04   0.19461E-02       0.21      87.40     0.0000  0.00   0.13659E+00   0.39109E+01    11.6898    11.7163    11.7207    11.7246    11.7578
   2022      9      8   12.00      6000.00   0.11378E+02   0.00000E+00   0.11378E+02   0.11482E+02   0.11527E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.20193E+02   0.29853E+02  -0.80715E+02  -0.32432E+02   0.58976E-02   0.69619E-04   0.77217E-02       0.21      68.98     0.0000  0.00   0.37490E+00  -0.57503E+01    11.4645    11.4904    11.4959    11.4996    11.5263
   2022      9      9   12.00      6024.00   0.11048E+02   0.00000E+00   0.11048E+02   0.11151E+02   0.11189E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.19937E+02   0.31874E+02  -0.79779E+02  -0.32335E+02   0.68725E-02   0.17944E-03   0.14977E-01       0.22      65.39     0.0000  0.00   0.54590E-01  -0.15667E+02    11.1379    11.1570    11.1628    11.1675    11.1872
   2022      9     10   12.00      6048.00   0.10932E+02   0.00000E+00   0.10932E+02   0.10996E+02   0.11040E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.10101E+02   0.22062E+02  -0.60434E+02  -0.34172E+02   0.33851E-02   0.41293E-04   0.30566E-02       0.22      76.93     0.0000  0.00  -0.32318E-02  -0.18060E+01    10.9848    11.0006    11.0044    11.0080    11.0401
   2022      9     11   12.00      6072.00   0.10895E+02   0.00000E+00   0.10895E+02   0.10966E+02   0.11004E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.12635E+02   0.24491E+02  -0.60502E+02  -0.33222E+02   0.63007E-02   0.12548E-03   0.10681E-01       0.22      76.10     0.0000  0.00   0.20452E+00   0.13127E+02    10.9562    10.9704    10.9753    10.9794    11.0035
   2022      9     12   12.00      6096.00   0.11033E+02   0.00000E+00   0.11033E+02   0.11075E+02   0.11106E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.92336E+01   0.11835E+02  -0.41964E+02  -0.27391E+02   0.60096E-02   0.93544E-04   0.89432E-02       0.22      67.85     0.0000  0.00   0.24716E+00   0.11093E+02    11.0677    11.0768    11.0803    11.0839    11.1062
   2022      9     13   12.00      6120.00   0.11093E+02   0.00000E+00   0.11093E+02   0.11142E+02   0.11180E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.83089E+01   0.14521E+02  -0.46837E+02  -0.26696E+02   0.43328E-02   0.27790E-04   0.26245E-02       0.22      66.98     0.0000  0.00   0.21821E+00  -0.94991E-01    11.1311    11.1464    11.1496    11.1524    11.1799
   2022      9     14   12.00      6144.00   0.11060E+02   0.00000E+00   0.11060E+02   0.11132E+02   0.11175E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.12191E+02   0.22580E+02  -0.61761E+02  -0.30782E+02   0.48303E-02   0.33067E-04   0.33694E-02       0.22      75.74     0.0000  0.00   0.20510E+00  -0.57544E+01    11.1176    11.1381    11.1424    11.1454    11.1747
   2022      9     15   12.00      6168.00   0.11076E+02   0.00000E+00   0.11076E+02   0.11134E+02   0.11171E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.11645E+02   0.21067E+02  -0.55548E+02  -0.29942E+02   0.56305E-02   0.15828E-03   0.19775E-01       0.22      74.52     0.0000  0.00   0.22376E-01   0.11451E+02    11.1244    11.1388    11.1421    11.1453    11.1697
   2022      9     16   12.00      6192.00   0.10950E+02   0.00000E+00   0.10950E+02   0.11036E+02   0.11066E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.16184E+02   0.27492E+02  -0.60700E+02  -0.26023E+02   0.15653E-01   0.13455E-02   0.44817E+00       0.22      60.40     0.0000  0.00  -0.89702E+00   0.82413E+02    11.0278    11.0404    11.0446    11.0475    11.0584
   2022      9     17   12.00      6216.00   0.10675E+02   0.00000E+00   0.10675E+02   0.10787E+02   0.10831E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.15903E+02   0.35515E+02  -0.71239E+02  -0.26158E+02   0.18875E-01   0.17179E-02   0.85478E+00       0.22      54.39     0.0000  0.00  -0.21461E+01   0.10937E+03    10.7725    10.7935    10.7994    10.8045    10.8189
   2022      9     18   12.00      6240.00   0.10166E+02   0.00000E+00   0.10166E+02   0.10339E+02   0.10390E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.19426E+02   0.51798E+02  -0.10162E+03  -0.35346E+02   0.13926E-01   0.91475E-03   0.31660E+00       0.23      69.18     0.0000  0.00  -0.15131E+01   0.57515E+02    10.3199    10.3488    10.3565    10.3610    10.3758
   2022      9     19   12.00      6264.00   0.98818E+01   0.00000E+00   0.98818E+01   0.99657E+01   0.10021E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.12569E+02   0.27190E+02  -0.83061E+02  -0.45125E+02   0.35940E-02   0.70871E-04   0.58267E-02       0.23      99.73     0.0000  0.00  -0.13329E+00   0.56587E+01     9.9527     9.9712     9.9760     9.9807    10.0192
   2022      9     20   12.00      6288.00   0.99840E+01   0.00000E+00   0.99840E+01   0.10053E+02   0.10111E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.14103E+02   0.20941E+02  -0.84458E+02  -0.45307E+02   0.24765E-02   0.10977E-04   0.18088E-03       0.23     107.67     0.0000  0.00   0.29138E-01  -0.18812E+01    10.0399    10.0586    10.0626    10.0669    10.1106
   2022      9     21   12.00      6312.00   0.98992E+01   0.00000E+00   0.98992E+01   0.99709E+01   0.10022E+02   0.00000E+00   0.00000E+00   0.84257E+02   0.14752E+02   0.19614E+02  -0.77191E+02  -0.37480E+02   0.21994E-02   0.92946E-05   0.30500E-03       0.23      85.30     0.0000  0.00   0.38275E-01   0.84696E+00     9.9589     9.9761     9.9798     9.9837    10.0218
   2022      9     22   12.00      6336.00   0.96045E+01   0.00000E+00   0.96045E+01   0.97173E+01   0.97680E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.21827E+02   0.26708E+02  -0.81792E+02  -0.32900E+02   0.47301E-02   0.40305E-04   0.36883E-02       0.23      66.57     0.0000  0.00   0.58355E-01   0.79655E+01     9.6965     9.7270     9.7332     9.7368     9.7675
   2022      9     23   12.00      6360.00   0.93240E+01   0.00000E+00   0.93240E+01   0.94324E+01   0.94860E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.18136E+02   0.27185E+02  -0.82348E+02  -0.38356E+02   0.48743E-02   0.47219E-04   0.39851E-02       0.23      80.60     0.0000  0.00  -0.32907E-01   0.84191E+01     9.4134     9.4409     9.4475     9.4512     9.4856
   2022      9     24   12.00      6384.00   0.92401E+01   0.00000E+00   0.92401E+01   0.93222E+01   0.93828E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.12176E+02   0.20161E+02  -0.87354E+02  -0.46868E+02   0.22197E-02   0.12072E-04   0.54421E-03       0.23     107.23     0.0000  0.00  -0.29449E-01   0.22405E+01     9.3087     9.3279     9.3323     9.3370     9.3828
   2022      9     25   12.00      6408.00   0.91514E+01   0.00000E+00   0.91514E+01   0.92309E+01   0.92897E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.13400E+02   0.19346E+02  -0.98354E+02  -0.46154E+02   0.13012E-02   0.50076E-05   0.29915E-04       0.23     103.85     0.0000  0.00   0.27196E-01  -0.14520E+00     9.2212     9.2350     9.2393     9.2440     9.2897
   2022      9     26   12.00      6432.00   0.88044E+01   0.00000E+00   0.88044E+01   0.89050E+01   0.89684E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.20715E+02   0.24863E+02  -0.11590E+03  -0.47294E+02   0.28588E-02   0.13239E-04   0.26874E-03       0.24      99.03     0.0000  0.00   0.10601E+00  -0.82487E+00     8.8859     8.9131     8.9189     8.9239     8.9684
   2022      9     27   12.00      6456.00   0.82406E+01   0.00000E+00   0.82406E+01   0.84044E+01   0.84796E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.26127E+02   0.35726E+02  -0.12816E+03  -0.49800E+02   0.42465E-02   0.21831E-04   0.19541E-02       0.24      97.44     0.0000  0.00   0.23319E+00  -0.15180E+01     8.3736     8.4190     8.4263     8.4321     8.4793
   2022      9     28   12.00      6480.00   0.77845E+01   0.00000E+00   0.77845E+01   0.79040E+01   0.79666E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.20981E+02   0.30078E+02  -0.94844E+02  -0.44123E+02   0.63887E-02   0.71342E-04   0.94848E-02       0.24      81.36     0.0000  0.00   0.54406E+00  -0.64536E+00     7.8808     7.9137     7.9222     7.9277     7.9658
   2022      9     29   12.00      6504.00   0.78479E+01   0.00000E+00   0.78479E+01   0.78798E+01   0.79195E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.73257E+01   0.72769E+01  -0.31608E+02  -0.28759E+02   0.53598E-02   0.46296E-04   0.54753E-02       0.24      55.64     0.0000  0.00   0.28775E+00  -0.49053E+01     7.8724     7.8816     7.8857     7.8894     7.9195
   2022      9     30   12.00      6528.00   0.80458E+01   0.00000E+00   0.80458E+01   0.80781E+01   0.81186E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.66807E+01   0.78005E+01  -0.31982E+02  -0.25636E+02   0.43902E-02   0.23935E-04   0.26300E-02       0.24      55.53     0.0000  0.00   0.14021E+00  -0.46621E+01     8.0696     8.0809     8.0844     8.0874     8.1186
   2022     10      1   12.00      6552.00   0.79789E+01   0.00000E+00   0.79789E+01   0.80780E+01   0.81363E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.14526E+02   0.23802E+02  -0.78818E+02  -0.38241E+02   0.51377E-02   0.32711E-04   0.38948E-02       0.24      84.50     0.0000  0.00   0.35195E+00   0.19162E+01     8.0580     8.0865     8.0934     8.0974     8.1360
   2022     10      2   12.00      6576.00   0.77084E+01   0.00000E+00   0.77084E+01   0.78364E+01   0.79010E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.18557E+02   0.29458E+02  -0.10002E+03  -0.44151E+02   0.58178E-02   0.53655E-04   0.64960E-02       0.24      93.01     0.0000  0.00   0.45093E+00   0.23472E+01     7.8125     7.8466     7.8556     7.8604     7.9003
   2022     10      3   12.00      6600.00   0.74586E+01   0.00000E+00   0.74586E+01   0.75569E+01   0.76132E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.14228E+02   0.22524E+02  -0.80225E+02  -0.38606E+02   0.64031E-02   0.71993E-04   0.91954E-02       0.24      76.86     0.0000  0.00   0.55057E+00   0.15440E+01     7.5382     7.5637     7.5719     7.5782     7.6127
   2022     10      4   12.00      6624.00   0.73857E+01   0.00000E+00   0.73857E+01   0.74618E+01   0.75194E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.95537E+01   0.11884E+02  -0.62958E+02  -0.37353E+02   0.51572E-02   0.32571E-04   0.42132E-02       0.25      79.51     0.0000  0.00   0.32504E+00  -0.25175E+01     7.4446     7.4681     7.4750     7.4794     7.5194
   2022     10      5   12.00      6648.00   0.73479E+01   0.00000E+00   0.73479E+01   0.74563E+01   0.75212E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.12932E+02   0.19794E+02  -0.82109E+02  -0.42058E+02   0.49903E-02   0.31232E-04   0.36124E-02       0.25      93.25     0.0000  0.00   0.26632E+00  -0.46480E+01     7.4350     7.4653     7.4730     7.4775     7.5210
